,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
347,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.579507651,0.450549451
348,Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
349,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.579507651,0.450549451
350,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.579507651,0.450549451
351,Feather River Community College District,Quincy,95971-9124,,PrivacySuppressed,PrivacySuppressed
352,Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
353,Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
354,Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
355,Foothill College,Los Altos Hills,94022,,PrivacySuppressed,PrivacySuppressed
356,Franciscan School of Theology,Oceanside,92057,,,
357,Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
358,Fresno City College,Fresno,93741,,0.026230831,0.021668472
359,Fresno Pacific University,Fresno,93702-4709,,0.366666667,0.274647887
360,Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
361,Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
362,Galen College of Medical and Dental Assistants,Modesto,95350,,PrivacySuppressed,PrivacySuppressed
363,Galen College of Medical and Dental Assistants,Clovis,93611-4002,,PrivacySuppressed,PrivacySuppressed
364,Gavilan College,Gilroy,95020,,PrivacySuppressed,PrivacySuppressed
365,Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
366,Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
367,Glendale Career College,Glendale,91203,,0.685421995,0.671111111
368,Golden Gate University-San Francisco,San Francisco,94105-2968,,0.3,0.235294118
369,Golden West College,Huntington Beach,92647-2710,,PrivacySuppressed,PrivacySuppressed
370,Graduate Theological Union,Berkeley,94709,,PrivacySuppressed,PrivacySuppressed
371,Grossmont College,El Cajon,92020-1799,,PrivacySuppressed,PrivacySuppressed
372,Salon Success Academy-Riverside,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
373,Harbor Occupational Center,San Pedro,90731,,,
374,Hartnell College,Salinas,93901,,PrivacySuppressed,PrivacySuppressed
375,Harvey Mudd College,Claremont,91711,,0.605263158,0.802469136
376,Heald College-Rancho Cordova,Rancho Cordova,95670,,0.365248227,0.359060403
377,Heald College-Fresno,Fresno,93704,,0.43062201,0.468390805
378,Heald College-San Jose,Milpitas,95035-8008,,0.079439252,0.128065395
379,Heald College-San Francisco,San Francisco,94103,,0.385372715,0.415478615
380,Heald College-Concord,Concord,94520-0522,,0.256410256,0.203431373
381,Heartwood Institute,Garberville,95542,,,
382,Hilltop Beauty School,Daly City,94014,,PrivacySuppressed,PrivacySuppressed
383,Holy Names University,Oakland,94619-1699,,PrivacySuppressed,PrivacySuppressed
384,Pacifica Graduate Institute,Carpinteria,93013,,,
385,Humboldt State University,Arcata,95521-8299,,0.349502488,0.329545455
386,Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,PrivacySuppressed,PrivacySuppressed
387,Imperial Valley College,Imperial,92251-0158,,PrivacySuppressed,PrivacySuppressed
388,Institute for Business and Technology,Santa Clara,95051-1303,,0.63803681,0.69035533
389,LA College International,Los Angeles,900101308,,0.583333333,0.540983607
390,Interior Designers Institute,Newport Beach,92660,,PrivacySuppressed,PrivacySuppressed
391,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,,PrivacySuppressed,PrivacySuppressed
392,Irvine Valley College,Irvine,92618-0301,,PrivacySuppressed,PrivacySuppressed
393,ITT Technical Institute-National City,National City,91950,,0.189873418,0.310061602
394,ITT Technical Institute-San Dimas,San Dimas,91773,,0.363636364,0.427118644
395,ITT Technical Institute-Orange,Orange,92868,,0.461538462,0.48853211
396,Bellus Academy-El Cajon,El Cajon,92021,,PrivacySuppressed,PrivacySuppressed
397,Jesuit School of Theology of Santa Clara University,Berkeley,94709,,,
398,John F. Kennedy University,Pleasant Hill,94523-4817,,PrivacySuppressed,PrivacySuppressed
399,American Jewish University,Los Angeles,90077-1519,,PrivacySuppressed,PrivacySuppressed
400,Reedley College,Reedley,93654,,0.02283105,0.036175711
401,Life Pacific College,San Dimas,91773-3298,,0.397058824,0.268656716
402,Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,,0.526785714,0.516431925
403,University of La Verne,La Verne,91750-4401,,0.529182879,0.432876712
404,Laguna College of Art and Design,Laguna Beach,92651,,0.53125,0.405405405
405,Lake Forest Beauty College,Lake Forest,92630-1624,,PrivacySuppressed,PrivacySuppressed
406,Lake Tahoe Community College,South Lake Tahoe,96150,,PrivacySuppressed,PrivacySuppressed
407,Lancaster Beauty School,Lancaster,93534,,PrivacySuppressed,PrivacySuppressed
408,Laney College,Oakland,94607,,PrivacySuppressed,PrivacySuppressed
409,Lassen Community College,Susanville,96130,,PrivacySuppressed,PrivacySuppressed
410,Life Chiropractic College West,Hayward,94545-2800,,PrivacySuppressed,PrivacySuppressed
411,Lincoln University,Oakland,94612-2801,,,
412,Southern California Seminary,El Cajon,92019-1108,,PrivacySuppressed,PrivacySuppressed
413,La Sierra University,Riverside,92515-8247,,0.100806452,0.130718954
414,Loma Linda University,Loma Linda,92350,,0.310861423,0.542372881
415,Long Beach City College,Long Beach,90808-1706,,PrivacySuppressed,PrivacySuppressed
416,Southern California University of Health Sciences,Whittier,90604,,PrivacySuppressed,PrivacySuppressed
417,Los Angeles Harbor College,Wilmington,90744-2397,,PrivacySuppressed,PrivacySuppressed
418,Los Angeles Pierce College,Woodland Hills,91371-0002,,PrivacySuppressed,PrivacySuppressed
419,Los Angeles Southwest College,Los Angeles,90047-4899,,PrivacySuppressed,PrivacySuppressed
420,Los Angeles Trade Technical College,Los Angeles,90015-4181,,PrivacySuppressed,PrivacySuppressed
421,Los Angeles Valley College,Valley Glen,91401-4096,,PrivacySuppressed,PrivacySuppressed
422,The Master's University and Seminary,Santa Clarita,91321-1200,,PrivacySuppressed,PrivacySuppressed
423,Los Angeles City College,Los Angeles,90029,,PrivacySuppressed,PrivacySuppressed
424,Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,,PrivacySuppressed,PrivacySuppressed
425,Los Angeles Mission College,Sylmar,91342-3200,,PrivacySuppressed,PrivacySuppressed
426,Los Medanos College,Pittsburg,94565,,PrivacySuppressed,PrivacySuppressed
427,Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,,0.277310924,0.26993865
428,Loyola Marymount University,Los Angeles,90045-2659,,0.177252585,0.158241758
429,Manchester Beauty College,Fresno,93726,,PrivacySuppressed,PrivacySuppressed
430,Tulare Beauty College,Tulare,93274,,PrivacySuppressed,PrivacySuppressed
431,Lyles Bakersfield College of Beauty,Bakersfield,93301,,PrivacySuppressed,PrivacySuppressed
432,Lyles Fresno College of Beauty,Fresno,93710,,PrivacySuppressed,PrivacySuppressed
433,Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,,PrivacySuppressed,PrivacySuppressed
434,MTI Business College Inc,Stockton,95207-4349,,PrivacySuppressed,PrivacySuppressed
435,MTI College,Sacramento,95841-9817,,0.554545455,0.578740158
436,Brightwood College-Sacramento,Sacramento,95821,,0.600840336,0.404255319
437,Brightwood College-San Diego,San Diego,92123,,0.734920635,0.63125
438,Brightwood College-Vista,Vista,92083-7736,,0.791411043,0.619631902
439,College of Marin,Kentfield,94904-2590,,0.056716418,0.044642857
440,Marinello Schools of Beauty-Los Angeles,Los Angeles,90023,,PrivacySuppressed,PrivacySuppressed
441,Marinello School of Beauty,Inglewood,90301,,,
442,Marinello School of Beauty,Whittier,90601,,,
443,Marinello School of Beauty,Los Angeles,90041,,,
444,Marinello School of Beauty,Reseda,91335,,,
445,Marinello School of Beauty,North Hollywood,91606,,,
446,Marinello School of Beauty,Ontario,91764,,,
447,Marinello School of Beauty,San Diego,92126,,,
448,Marinello School of Beauty,San Bernardino,92410,,,
449,Marinello School of Beauty,West Covina,91790,,,
450,Marymount California University,Rancho Palos Verdes,90275-6299,,0.469135803,0.58
451,Mendocino College,Ukiah,95482,,PrivacySuppressed,PrivacySuppressed
452,Menlo College,Atherton,94027-4301,,0.47,0.244274809
453,Mennonite Brethren Biblical Seminary,Fresno,93727-5097,,,
454,Merced College,Merced,95348-2898,,PrivacySuppressed,PrivacySuppressed
455,Merritt College,Oakland,94619-3196,,PrivacySuppressed,PrivacySuppressed
456,Mills College,Oakland,94613,,PrivacySuppressed,PrivacySuppressed
457,MiraCosta College,Oceanside,92056-3899,,PrivacySuppressed,PrivacySuppressed
458,Marinello Schools of Beauty-San Francisco,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
459,Mission College,Santa Clara,95054-1897,,PrivacySuppressed,PrivacySuppressed
460,Modern Beauty Academy,Oxnard,93030,,PrivacySuppressed,PrivacySuppressed
461,Brightwood College-North Hollywood,North Hollywood,91606-3231,,0.746153846,0.757763975
462,Modesto Junior College,Modesto,95350-5800,,PrivacySuppressed,PrivacySuppressed
463,Moler Barber College,Oakland,94609-2419,,PrivacySuppressed,PrivacySuppressed
464,Middlebury Institute of International Studies at Monterey,Monterey,93940,,PrivacySuppressed,PrivacySuppressed
465,Monterey Peninsula College,Monterey,93940-4799,,PrivacySuppressed,PrivacySuppressed
466,Moorpark College,Moorpark,93021-1695,,0.089700997,0.089552239
467,Mt San Antonio College,Walnut,91789-1399,,PrivacySuppressed,PrivacySuppressed
468,Mount Saint Mary's University,Los Angeles,90049-1599,,PrivacySuppressed,PrivacySuppressed
469,Mt San Jacinto Community College District,San Jacinto,92583-2399,,PrivacySuppressed,PrivacySuppressed
470,Musicians Institute,Hollywood,90028,,0.490909091,0.545081967
471,Napa Valley College,Napa,94558-6236,,PrivacySuppressed,PrivacySuppressed
472,Everest College-San Francisco,San Francisco,94103-9946,,0.681818182,0.623376623
473,Everest College-Reseda,Reseda,91335-4631,,0.769896194,0.708737864
474,Everest College-LA Wilshire,Los Angeles,90010,,0.618117229,0.591549296
475,Everest College-San Jose,San Jose,95128,,0.729078014,0.579710145
476,Everest College-Gardena,Gardena,90247,,0.718397998,0.738095238
477,Everest College-Alhambra,Alhambra,91803,,0.742346939,0.621052632
478,Everest College-San Bernardino,San Bernardino,92408,,0.702781845,0.5
479,The National Hispanic University,San Jose,95127-3823,,PrivacySuppressed,PrivacySuppressed
480,National Holistic Institute,Emeryville,94608-2008,,0.794117647,0.764227642
481,National University,La Jolla,92037-1011,,0.463675214,0.37437811
482,New College of California,San Francisco,94110,,0.593220339,0.626666667
483,Newschool of Architecture and Design,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
484,Marinello School of Beauty,Los Angeles,90048,,,
485,Newberry School of Beauty,Granada Hills,91344-7401,,PrivacySuppressed,PrivacySuppressed
486,North Adrian's College of Beauty Inc,Modesto,95350-2381,,PrivacySuppressed,PrivacySuppressed
487,North-West College-Pomona,Pomona,91768,,PrivacySuppressed,PrivacySuppressed
488,North-West College-West Covina,West Covina,91790,,0.695378151,0.641025641
489,North-West College-Pasadena,Pasadena,91101,,PrivacySuppressed,PrivacySuppressed
490,Notre Dame de Namur University,Belmont,94002-1908,,0.435294118,0.253012048
491,Occidental College,Los Angeles,90041-3392,,0.698863636,0.628099174
492,Oceanside College of Beauty,Oceanside,92054-5356,,,
493,Ohlone College,Fremont,94539-0390,,PrivacySuppressed,PrivacySuppressed
494,Orange Coast College,Costa Mesa,92626,,PrivacySuppressed,PrivacySuppressed
495,Otis College of Art and Design,Los Angeles,90045-3505,,0.488235294,0.471264368
496,Oxnard College,Oxnard,93033-6699,,PrivacySuppressed,PrivacySuppressed
497,Hope International University,Fullerton,92831-3199,,0.296650718,0.133333333
498,Concorde Career College-San Diego,San Diego,92113-1964,,0.73220339,0.482142857
499,Palo Alto University,Palo Alto,94304-1337,,,
500,Pacific Lutheran Theological Seminary,Berkeley,94708-1597,,,
501,Pacific Oaks College,Pasadena,91103,,PrivacySuppressed,PrivacySuppressed
502,Pacific School of Religion,Berkeley,94709,,PrivacySuppressed,PrivacySuppressed
503,Pacific States University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
504,Pacific Union College,Angwin,94508-9707,,0.312030075,0.227777778
505,University of the Pacific,Stockton,95211-0197,,0.610114193,0.617647059
506,Palmer College of Chiropractic-San Jose,San Jose,95134-1617,,PrivacySuppressed,PrivacySuppressed
507,Palo Verde College,Blythe,92225,,PrivacySuppressed,PrivacySuppressed
508,Palomar College,San Marcos,92069-1487,,PrivacySuppressed,PrivacySuppressed
509,Marinello Schools of Beauty-Paramount,Paramount,90723,,PrivacySuppressed,PrivacySuppressed
510,Paris Beauty College,Concord,94520,,PrivacySuppressed,PrivacySuppressed
511,Pasadena City College,Pasadena,91106-2003,,0.025837989,0.017528484
512,Patten University,Oakland,94601,,0.223214286,0.396226415
513,Pepperdine University,Malibu,90263,,0.76127321,0.683274021
514,Pitzer College,Claremont,91711-6101,,0.518518519,0.608695652
515,Platt College-San Diego,San Diego,92115-3919,,0.574468085,0.543624161
516,Point Loma Nazarene University,San Diego,92106-2899,,0.47314578,0.441947566
517,Pomona College,Claremont,91711-6319,,0.464285714,0.513888889
518,Porterville College,Porterville,93257,,PrivacySuppressed,PrivacySuppressed
519,Westwood College-South Bay,Torrance,90502,,PrivacySuppressed,PrivacySuppressed
520,Professional Institute of Beauty,El Monte,91731,,PrivacySuppressed,PrivacySuppressed
521,Santa Ana College,Santa Ana,92706-3398,,PrivacySuppressed,PrivacySuppressed
522,Pardee RAND Graduate School,Santa Monica,90407-2138,,,
523,University of Redlands,Redlands,92373-0999,,0.40727903,0.388059702
524,College of the Redwoods,Eureka,95501-9300,,0.063271605,0.068222621
525,Salon Success Academy-Upland,Upland,91786,,PrivacySuppressed,PrivacySuppressed
526,Salon Success Academy-Corona,Corona,92879,,PrivacySuppressed,PrivacySuppressed
527,Rio Hondo College,Whittier,90601-1616,,PrivacySuppressed,PrivacySuppressed
528,Riverside City College,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
529,Argosy University-San Francisco Bay Area,Alameda,94501,,0.115519253,0.223463687
530,Rosemead Beauty School,Rosemead,91770-1639,,PrivacySuppressed,PrivacySuppressed
531,Dongguk University-Los Angeles,Los Angeles,90020-1704,,PrivacySuppressed,PrivacySuppressed
532,Sacramento City College,Sacramento,95822-1386,,PrivacySuppressed,PrivacySuppressed
533,Saddleback College,Mission Viejo,92692-3635,,PrivacySuppressed,PrivacySuppressed
534,Samra University of Oriental Medicine,Los Angeles,90015-1019,,PrivacySuppressed,PrivacySuppressed
535,Samuel Merritt University,Oakland,94609,,PrivacySuppressed,PrivacySuppressed
536,San Diego City College,San Diego,92101-4787,,PrivacySuppressed,PrivacySuppressed
537,Golf Academy of America-San Diego,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
538,San Diego Mesa College,San Diego,92111-4998,,0.022954092,0.020506635
539,San Diego Miramar College,San Diego,92126-2999,,PrivacySuppressed,PrivacySuppressed
540,San Diego State University,San Diego,92182,,0.43252818,0.397212544
541,University of San Diego,San Diego,92110-2492,,0.714539007,0.70096463
542,San Francisco Art Institute,San Francisco,94133-2299,,0.578947368,0.397727273
543,San Francisco Conservatory of Music,San Francisco,94102-6011,,PrivacySuppressed,PrivacySuppressed
544,San Francisco State University,San Francisco,94132,,0.355392157,0.311208516
545,San Francisco Theological Seminary,San Anselmo,94960-0000,,,
546,University of San Francisco,San Francisco,94117-1080,,0.557228916,0.493403694
547,San Joaquin College of Law,Clovis,93612-1312,,,
548,San Joaquin Delta College,Stockton,95207,,PrivacySuppressed,PrivacySuppressed
549,San Joaquin Valley College-Visalia,Visalia,93291-9283,,0.535742341,0.461988304
550,San Joaquin Valley College-Bakersfield,Bakersfield,93309,,0.535742341,0.461988304
551,William Jessup University,Rocklin,95765-3707,,0.361111111,0.35483871
552,San Jose City College,San Jose,95128-2798,,PrivacySuppressed,PrivacySuppressed
