,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
3756,Panola College,Carthage,75633-2397,,0.217522659,0.191304348
3757,Paris Junior College,Paris,75460,,0.14417435,0.177997528
3758,Paul Quinn College,Dallas,75241,,PrivacySuppressed,PrivacySuppressed
3759,Prairie View A & M University,Prairie View,77446,,0.294074074,0.266370699
3760,Ranger College,Ranger,76470,,0.168367347,0.071729958
3761,Aviation Institute of Maintenance-Houston,Houston,77061,,PrivacySuppressed,PrivacySuppressed
3762,Rice University,Houston,77005-1827,,0.870466321,0.808035714
3763,Richland College,Dallas,75243-2199,,PrivacySuppressed,PrivacySuppressed
3764,Brightwood College-McAllen,McAllen,78503-1625,,0.774327122,0.656765677
3765,Saint Edward's University,Austin,78704-6489,,0.583747927,0.52991453
3766,St Philip's College,San Antonio,78203-2098,,0.127561137,0.111952862
3767,University of St Thomas,Houston,77006-4696,,0.553672316,0.451219512
3768,Sam Houston State University,Huntsville,77340,,0.537012703,0.446225785
3769,San Antonio College,San Antonio,78212-3941,,0.093232044,0.077355372
3770,San Jacinto Community College,Pasadena,77505,,0.178893179,0.176372015
3771,Schreiner University,Kerrville,78028-5697,,0.586538462,0.4
3772,Seguin Beauty School-Seguin,Seguin,78155,,PrivacySuppressed,PrivacySuppressed
3773,St. Mary's University,San Antonio,78228,,0.559610706,0.526970954
3774,South Plains College,Levelland,79336,,0.158709677,0.138065523
3775,South Texas Barber College Inc,Corpus Christi,78415,,PrivacySuppressed,PrivacySuppressed
3776,South Texas College of Law Houston,Houston,77002,,PrivacySuppressed,PrivacySuppressed
3777,South Texas Vocational Technical Institute-Weslaco,Weslaco,78599,,0.70096463,0.622775801
3778,South Texas Vocational Technical Institute-McAllen,McAllen,78501,,0.636518771,0.536082474
3779,Southern Methodist University,Dallas,75275-0221,,0.75782881,0.735376045
3780,Southwest School of Business and Technical Careers-San Antonio,San Antonio,78221-0138,,0.523364486,0.365853659
3781,Southwest Texas Junior College,Uvalde,78801-6297,,0.224210526,0.211126962
3782,Southwestern Assemblies of God University,Waxahachie,75165,,0.330827068,0.266891892
3783,Southwestern University,Georgetown,78626,,0.666666667,0.577981651
3784,Stephen F Austin State University,Nacogdoches,75961,,0.41813602,0.307899461
3785,Texas State University,San Marcos,78666,,0.505967181,0.44165488
3786,Southwestern Adventist University,Keene,76059,,0.410447761,0.214285714
3787,Southwestern Christian College,Terrell,75160-4812,,0.166666667,0.164179105
3788,Sul Ross State University,Alpine,79832,,0.151724138,0.105263158
3789,Tarleton State University,Stephenville,76401-0000,,0.452529847,0.365805169
3790,Tarrant County College District,Fort Worth,76102-6524,,0.139185498,0.116050354
3791,Temple College,Temple,76504-7435,,0.176470588,0.101529903
3792,University of Texas Southwestern Medical Center,Dallas,75390-9096,,PrivacySuppressed,PrivacySuppressed
3793,The University of Texas Health Science Center at San Antonio,San Antonio,78229-3900,,0.894586895,0.866666667
3794,The University of Texas Medical Branch,Galveston,77555-0129,,0.403361345,0.358208955
3795,Texas State Technical College-Waco,Waco,76705,,0.080305927,0.18707483
3796,Texarkana College,Texarkana,75599,,0.079710145,0.054200542
3797,Texas A & M University-Kingsville,Kingsville,78363,,0.443548387,0.262254902
3798,Texas A & M University-College Station,College Station,77843-1248,,0.759485531,0.666353971
3799,The University of Texas at Arlington,Arlington,76013,,0.447413425,0.408485274
3800,The University of Texas at Austin,Austin,78712,,0.718292683,0.656060064
3801,The University of Texas at Dallas,Richardson,75080-3021,,0.611902766,0.541603631
3802,The University of Texas at El Paso,El Paso,79968-0691,,0.284292035,0.242804085
3803,The University of Texas at Tyler,Tyler,75799-6699,,0.47556615,0.419047619
3804,Texas Chiropractic College Foundation Inc,Pasadena,77505-1699,,,
3805,Texas Christian University,Fort Worth,76129,,0.709944751,0.6587473
3806,Texas College,Tyler,75702,,0.204819277,0.103448276
3807,University of North Texas Health Science Center,Fort Worth,76107-2699,,PrivacySuppressed,PrivacySuppressed
3808,Texas Lutheran University,Seguin,78155-5999,,0.563535912,0.43315508
3809,The University of Texas of the Permian Basin,Odessa,79762-0001,,0.372262774,0.336231884
3810,The University of Texas at San Antonio,San Antonio,78249-1644,,0.392220903,0.336784409
3811,Brightwood College-Houston,Houston,77073,,0.811607992,0.62605042
3812,Texas Southern University,Houston,77004,,0.176569038,0.15576324
3813,Texas Tech University,Lubbock,79409-5005,,0.519984326,0.447968639
3814,Texas Vocational Schools Inc,Victoria,77901-5625,,0.708333333,0.67948718
3815,Texas Wesleyan University,Fort Worth,76105-1536,,0.467741936,0.290697674
3816,Texas Woman's University,Denton,76204,,0.475451112,0.37037037
3817,Trinity University,San Antonio,78212-7200,,0.809782609,0.678362573
3818,The University of Texas Health Science Center at Houston,Houston,77030,,0.729357798,0.760869565
3819,Texas State Technical College-Harlingen,Harlingen,78550-3697,,0.142450143,0.184055118
3820,Texas State Technical College-West Texas,Sweetwater,79556,,0.364705882,0.261044177
3821,Texas Tech University Health Sciences Center,Lubbock,79430,,0.858227848,0.867346939
3822,Tyler Junior College,Tyler,75701,,0.208733625,0.151439299
3823,Universal Technical Institute of Texas Inc.,Houston,77073,,0.591836735,0.597271649
3824,University of Cosmetology Arts & Sciences-McAllen,McAllen,78504,,PrivacySuppressed,PrivacySuppressed
3825,Vernon College,Vernon,76384-4092,,0.270769231,0.217791411
3826,Victoria Beauty College Inc,Victoria,77901-6233,,PrivacySuppressed,PrivacySuppressed
3827,Victoria College,Victoria,77901,,0.211970075,0.148044693
3828,Vogue College of Cosmetology-McAllen,McAllen,78501-1945,,PrivacySuppressed,PrivacySuppressed
3829,Wayland Baptist University,Plainview,79072,,0.395079595,0.325153374
3830,Weatherford College,Weatherford,76086-5699,,0.238558909,0.163179916
3831,West Texas A & M University,Canyon,79016-0001,,0.489833641,0.349633252
3832,Western Texas College,Snyder,79549,,0.274038462,0.288888889
3833,Wharton County Junior College,Wharton,77488,,0.199349946,0.241167435
3834,Wiley College,Marshall,75670,,0.262996942,0.147727273
3835,AmeriTech College-Provo,Provo,84604,,0.587431694,0.701754386
3836,Bridgerland Applied Technology College,Logan,84321,,PrivacySuppressed,PrivacySuppressed
3837,Brigham Young University-Provo,Provo,84602,,0.550494199,0.584258655
3838,Brigham Young University-Hawaii,Laie,96762-1294,,0.309597523,0.363636364
3839,Broadview University-West Jordan,West Jordan,84088,,0.308151093,0.180995475
3840,Cameo College of Essential Beauty,Murray,84107,,PrivacySuppressed,PrivacySuppressed
3841,Sherman Kendall Academy-Salt Lake City,Salt Lake City,84106,,PrivacySuppressed,PrivacySuppressed
3842,Sherman Kendall Academy-Midvale,Midvale,84047,,PrivacySuppressed,PrivacySuppressed
3843,Davis Applied Technology College,Kaysville,84037-2699,,0.112359551,0.0562249
3844,Dixie State University,Saint George,84770-3876,,0.114884393,0.077786088
3845,Evans Hairstyling College-Cedar City,Cedar City,84720,,PrivacySuppressed,PrivacySuppressed
3846,Evans Hairstyling College-St George,Saint George,84770,,PrivacySuppressed,PrivacySuppressed
3847,Paul Mitchell the School-Salt Lake City,Holladay,84117,,0.623481781,0.571428571
3848,Eagle Gate College-Murray,Murray,84123-6965,,0.498881432,0.465116279
3849,ITT Technical Institute-Murray,Murray,84123,,0.403152496,0.452518746
3850,Latter-day Saints Business College,Salt Lake City,84101-3500,,0.382978723,0.258899676
3851,Everest College-Salt Lake City,West Valley City,84119-2632,,0.581173261,0.295857988
3852,Ogden-Weber Applied Technology College,Ogden,84404-4089,,0.134693878,0.077777778
3853,Snow College,Ephraim,84627,,0.066334992,0.066793893
3854,Southern Utah University,Cedar City,84720,,0.408099689,0.332056194
3855,Stevens-Henager College,West Haven,84401,,0.347404844,0.27631579
3856,Stevens-Henager College,Orem,84058,,0.347404844,0.27631579
3857,Uintah Basin Applied Technology College,Roosevelt,84066,,PrivacySuppressed,PrivacySuppressed
3858,Utah State University,Logan,84322-1400,,0.374908291,0.348375451
3859,Utah Valley University,Orem,84058-5999,,0.226564886,0.227432297
3860,Salt Lake Community College,Salt Lake City,84123,,0.117498739,0.092764379
3861,University of Utah,Salt Lake City,84112-9008,,0.512556054,0.496779083
3862,Weber State University,Ogden,84408-1031,,0.298686244,0.252396166
3863,Westminster College,Salt Lake City,84105,,0.577039275,0.530172414
3864,Bennington College,Bennington,05201-6003,,PrivacySuppressed,PrivacySuppressed
3865,Burlington College,Burlington,05401,,0.529411765,0.3
3866,Castleton University,Castleton,05735,,0.552023121,0.486842105
3867,Champlain College,Burlington,05401,,0.5830721,0.556962025
3868,Community College of Vermont,Montpelier,05602,,0.144957983,0.104278075
3869,Goddard College,Plainfield,05667-9432,,0.654761905,0.558139535
3870,Green Mountain College,Poultney,05764-1199,,0.465517241,0.418604651
3871,Johnson State College,Johnson,05656-9464,,0.387573965,0.282051282
3872,Lyndon State College,Lyndonville,05851-0919,,0.338164251,0.244541485
3873,Marlboro College,Marlboro,05344-0300,,0.575757576,0.625
3874,Middlebury College,Middlebury,05753,,0.67826087,0.686956522
3875,New England Culinary Institute,Montpelier,05602,,0.392156863,0.34351145
3876,Norwich University,Northfield,05663-1035,,0.570707071,0.481953291
3877,O'Briens Aveda Institute,South Burlington,05403-7747,,PrivacySuppressed,PrivacySuppressed
3878,Saint Michael's College,Colchester,05439,,0.812749004,0.696335079
3879,SIT Graduate Institute,Brattleboro,05302-0676,,PrivacySuppressed,PrivacySuppressed
3880,College of St Joseph,Rutland,05701-3899,,0.392857143,0.380952381
3881,Southern Vermont College,Bennington,05201-6002,,0.392857143,0.313432836
3882,Sterling College,Craftsbury Common,05827-0072,,PrivacySuppressed,PrivacySuppressed
3883,Vermont Law School,South Royalton,05068-0096,,PrivacySuppressed,PrivacySuppressed
3884,Vermont Technical College,Randolph,05061,,0.757042254,0.498181818
3885,University of Vermont,Burlington,05405-0160,,0.700167504,0.675381264
3886,Paul Mitchell the School-Roanoke,Roanoke,24014,,PrivacySuppressed,PrivacySuppressed
3887,Advanced Technology Institute,Virginia Beach,23462,,0.511627907,0.549234136
3888,Averett University,Danville,24541,,0.540716612,0.347490348
3889,Blue Ridge Community College,Weyers Cave,24486-0080,,0.224893918,0.205284553
3890,Bluefield College,Bluefield,24605,,0.364238411,0.222222222
3891,Bridgewater College,Bridgewater,22812-1599,,0.649659864,0.632743363
3892,College of William and Mary,Williamsburg,23187-8795,,0.890862944,0.828382838
3893,Regent University,Virginia Beach,23464,,0.291044776,0.274509804
3894,Central School of Practical Nursing,Norfolk,23502,,PrivacySuppressed,PrivacySuppressed
3895,Central Virginia Community College,Lynchburg,24502-2498,,0.197278912,0.182242991
3896,Christopher Newport University,Newport News,23606-3072,,0.642066421,0.485175202
3897,Suffolk Beauty Academy,Suffolk,23434-3020,,PrivacySuppressed,PrivacySuppressed
3898,Bryant & Stratton College-Virginia Beach,Virginia Beach,23462,,0.277818628,0.183945139
3899,Bryant & Stratton College-Richmond,North Chesterfield,23235,,0.277818628,0.183945139
3900,Jefferson College of Health Sciences,Roanoke,24013,,0.517391304,0.586206897
3901,Dabney S Lancaster Community College,Clifton Forge,24422-1000,,0.246212121,0.211267606
3902,Danville Community College,Danville,24541-4004,,0.215477997,0.246305419
3903,Eastern Virginia Medical School,Norfolk,23507,,,
3904,Centura College-Virginia Beach,Virginia Beach,23452-7431,,0.281589958,0.250596659
3905,Emory & Henry College,Emory,24327-0947,,0.525,0.465116279
3906,Eastern Mennonite University,Harrisonburg,22802-2462,,0.504901961,0.422680412
3907,Eastern Shore Community College,Melfa,23410,,0.2,0.176470588
3908,Ferrum College,Ferrum,24088-9000,,0.268817204,0.248447205
3909,George Mason University,Fairfax,22030-4444,,0.692517007,0.563728243
3910,Germanna Community College,Locust Grove,22508-2102,,0.21322691,0.11971831
3911,Hampden-Sydney College,Hampden-Sydney,23943-0128,,PrivacySuppressed,PrivacySuppressed
3912,Hampton University,Hampton,23668-0099,,0.509272468,0.404938272
3913,Hollins University,Roanoke,24020,,PrivacySuppressed,PrivacySuppressed
3914,J Sargeant Reynolds Community College,Richmond,23228-2327,,0.150446429,0.11521418
3915,James Madison University,Harrisonburg,22807,,0.765903308,0.697053407
3916,John Tyler Community College,Chester,23831-5316,,0.156574924,0.09771987
3917,Everest College-Newport News,Newport News,23606,,0.602754237,0.519886364
3918,Liberty University,Lynchburg,24515,,0.295132789,0.298471048
3919,Longwood University,Farmville,23909,,0.52852349,0.342372881
3920,Lord Fairfax Community College,Middletown,22645,,0.264800861,0.240174673
3921,Lynchburg College,Lynchburg,24501-3113,,0.461764706,0.359307359
3922,Centra College of Nursing,Lynchburg,24501,,PrivacySuppressed,PrivacySuppressed
3923,Mary Baldwin University,Staunton,24401,,0.443010753,0.379310345
3924,University of Mary Washington,Fredericksburg,22401-5300,,0.649694501,0.609195402
3925,Marymount University,Arlington,22207-4299,,0.528571429,0.477011494
3926,Danville Regional Medical Center School of Health Professions,Danville,24541,,PrivacySuppressed,PrivacySuppressed
3927,Mountain Empire Community College,Big Stone Gap,24219,,0.279926335,0.220963173
3928,American National University,Salem,24153,,0.324091778,0.251445087
3929,New River Community College,Dublin,24084-1127,,0.234375,0.212230216
3930,Sentara College of Health Sciences,Chesapeake,23320,,PrivacySuppressed,PrivacySuppressed
3931,Tidewater Tech-Trades,Norfolk,23502,,0.622222222,0.613496933
3932,Norfolk State University,Norfolk,23504-8000,,0.337533753,0.239202658
3933,Northern Virginia Community College,Annandale,22003-3796,,0.237102765,0.194520548
3934,Old Dominion University,Norfolk,23529,,0.371552404,0.280730897
3935,Patrick Henry Community College,Martinsville,24112,,0.256666667,0.233333333
3936,Paul D Camp Community College,Franklin,23851,,PrivacySuppressed,PrivacySuppressed
3937,Southside Regional Medical Center Professional Schools,Colonial Heights,23834,,PrivacySuppressed,PrivacySuppressed
3938,Miller-Motte Technical College-Lynchburg,Lynchburg,24502,,0.433479286,0.342723005
3939,Piedmont Virginia Community College,Charlottesville,22902-7589,,0.194857916,0.183035714
3940,Radford University,Radford,24142,,0.605832549,0.536973834
3941,Sylvain Melloul International Hair Academy,Lynchburg,24502-2652,,PrivacySuppressed,PrivacySuppressed
3942,Randolph-Macon College,Ashland,23005-5505,,0.576470588,0.520833333
3943,Randolph College,Lynchburg,24503-1555,,0.566666667,0.533333333
3944,Rappahannock Community College,Glenns,23149-2616,,0.197115385,0.185393258
3945,Fortis College-Norfolk,Norfolk,23502-4101,,0.60724234,0.555555556
3946,Richard Bland College of William and Mary,South Prince George,23805,,0.233333333,0.25625
3947,Bon Secours Memorial College of Nursing,Richmond,23227-1149,,PrivacySuppressed,PrivacySuppressed
3948,University of Richmond,University of Richmond,23173,,0.78125,0.784615385
3949,Riverside College of Health Careers,Newport News,23601,,PrivacySuppressed,PrivacySuppressed
3950,Roanoke College,Salem,24153-3794,,0.64137931,0.565217391
3951,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,23227,,PrivacySuppressed,PrivacySuppressed
3952,Shenandoah University,Winchester,22601-5195,,0.60982659,0.466063348
3953,Southern Virginia University,Buena Vista,24416,,0.326530612,0.192982456
3954,Southside Virginia Community College,Alberta,23821,,0.230263158,0.217314488
3955,Southwest Virginia Community College,Richlands,24641-1101,,0.204845815,0.130990415
3956,Springfield Beauty Academy,Annandale,22003,,PrivacySuppressed,PrivacySuppressed
3957,Staunton School of Cosmetology,Staunton,24401-4323,,PrivacySuppressed,PrivacySuppressed
3958,Strayer University-Virginia,Arlington,22201,,0.097125638,0.11434008
3959,Sweet Briar College,Sweet Briar,24595-9998,,PrivacySuppressed,PrivacySuppressed
3960,Thomas Nelson Community College,Hampton,23666,,0.145287356,0.107082631
3961,Tidewater Community College,Norfolk,23510,,0.113726848,0.088345324
3962,Union Presbyterian Seminary,Richmond,23227,,,
3963,The University of Virginia's College at Wise,Wise,24293-4400,,0.360995851,0.307420495
3964,Virginia Highlands Community College,Abingdon,24212-0828,,0.216738197,0.245283019
3965,Virginia Polytechnic Institute and State University,Blacksburg,24061-0131,,0.806297057,0.739235607
3966,Virginia Western Community College,Roanoke,24015,,0.20295203,0.186556927
3967,Virginia Commonwealth University,Richmond,23284-2512,,0.551787017,0.50520548
3968,University of Virginia-Main Campus,Charlottesville,22903-2628,,0.885135135,0.845959596
3969,Virginia Military Institute,Lexington,24450-0304,,0.754716981,0.713692946
3970,Virginia School of Hair Design,Hampton,23669,,PrivacySuppressed,PrivacySuppressed
3971,Virginia University of Lynchburg,Lynchburg,24501,,0.158273381,0.136690648
3972,Virginia State University,Petersburg,23806,,0.430635838,0.313497823
3973,Virginia Union University,Richmond,23220,,0.323529412,0.262096774
3974,Virginia Wesleyan College,Norfolk,23502-5599,,0.506493507,0.35862069
3975,Wards Corner Beauty Academy-Norfolk,Norfolk,23505-3700,,PrivacySuppressed,PrivacySuppressed
3976,Washington and Lee University,Lexington,24450-2116,,PrivacySuppressed,PrivacySuppressed
3977,Sanford-Brown College-Tysons Corner,McLean,22102-4301,,0.539863326,0.358823529
3978,Washington County Adult Skill Center,Abingdon,24210,,PrivacySuppressed,PrivacySuppressed
3979,Wilson Workforce and Rehabilitation Center,Fishersville,22939-1500,,PrivacySuppressed,PrivacySuppressed
3980,Wytheville Community College,Wytheville,24382-3308,,0.301886793,0.307926829
3981,Beauty Academy,Wenatchee,98801,,PrivacySuppressed,PrivacySuppressed
3982,The Art Institute of Seattle,Seattle,98121-1622,,0.292134832,0.209775967
3983,Evergreen Beauty and Barber College-Bellevue,Bellevue,98007,,PrivacySuppressed,PrivacySuppressed
3984,Bellevue College,Bellevue,98007-6484,,0.29272899,0.224719101
3985,Bellingham Technical College,Bellingham,98225-1599,,0.29010989,0.375328084
3986,Big Bend Community College,Moses Lake,98837-3299,,0.284064665,0.253289474
3987,Everest College-Bremerton,Bremerton,98337,,0.683677773,0.541747573
3988,Everest College-Renton,Renton,98057,,0.672820513,0.653116531
3989,Central Washington University,Ellensburg,98926-7501,,0.43324937,0.409224012
3990,Centralia College,Centralia,98531-4099,,0.194323144,0.24566474
3991,City University of Seattle,Seattle,98121,,0.3,0.222222222
3992,Paul Mitchell the School-Richland,Richland,99352,,PrivacySuppressed,PrivacySuppressed
3993,Clark College,Vancouver,98663-3598,,0.206955047,0.17190177
3994,Clover Park Technical College,Lakewood,98499-4004,,0.295353982,0.184126984
3995,Columbia Basin College,Pasco,99301,,0.154601227,0.143525741
3996,Cornish College of the Arts,Seattle,98121,,0.491525424,0.488372093
3997,Divers Institute of Technology,Seattle,98103,,PrivacySuppressed,PrivacySuppressed
3998,Eastern Washington University,Cheney,99004-2496,,0.461038961,0.392140468
3999,Edmonds Community College,Lynnwood,98036-5912,,0.091208791,0.074438202
4000,Everett Community College,Everett,98201,,0.221119134,0.154723127
4001,Paroba College of Cosmetology,Everett,98203,,PrivacySuppressed,PrivacySuppressed
4002,The Evergreen State College,Olympia,98505-0001,,0.527272727,0.526205451
4003,Pierce College-Fort Steilacoom,Lakewood,98498-1999,,0.173553719,0.141237113
4004,Glen Dow Academy of Hair Design,Spokane,99201,,PrivacySuppressed,PrivacySuppressed
4005,Gonzaga University,Spokane,99258-0001,,0.778969957,0.767857143
4006,Grays Harbor College,Aberdeen,98520-7599,,0.231092437,0.232142857
4007,Green River College,Auburn,98092-3622,,0.150662252,0.145903479
4008,Heritage University,Toppenish,98948,,0.3984375,0.210526316
4009,Highline College,Des Moines,98198-9800,,0.175985335,0.154506438
4010,Interface College-Spokane,Spokane,99201,,0.549019608,0.655172414
4011,International Air and Hospitality Academy,Vancouver,98661,,0.873303167,0.900293255
4012,ITT Technical Institute-Seattle,Seattle,98168-2610,,0.043478261,0.065318818
4013,ITT Technical Institute-Spokane Valley,Spokane Valley,99216-1589,,0.043478261,0.065318818
4014,Bastyr University,Kenmore,98028-4966,,PrivacySuppressed,PrivacySuppressed
4015,Gene Juarez Academy of Beauty-Mountlake Terrace,Mountlake Terrace,98043,,PrivacySuppressed,PrivacySuppressed
4016,Bates Technical College,Tacoma,98405,,0.122171946,0.066298343
4017,Lake Washington Institute of Technology,Kirkland,98034-8506,,0.376237624,0.270471464
4018,Lower Columbia College,Longview,98632-0310,,0.214774282,0.160447761
4019,Trinity Lutheran College,Everett,98201,,PrivacySuppressed,PrivacySuppressed
4020,BJ's Beauty & Barber College,Auburn,98002-5504,,PrivacySuppressed,PrivacySuppressed
4021,BJ's Beauty & Barber College,Tacoma,98409,,0.519230769,0.533333333
4022,Northwest Hair Academy,Mount Vernon,98273,,PrivacySuppressed,PrivacySuppressed
4023,North Seattle College,Seattle,98103-3599,,PrivacySuppressed,PrivacySuppressed
4024,Northwest University,Kirkland,98083-0579,,0.411764706,0.368055556
4025,Olympic College,Bremerton,98337-1699,,0.288008565,0.181089744
4026,Perry Technical Institute,Yakima,98903-1296,,0.696078431,0.795454546
4027,Pacific Lutheran University,Tacoma,98447-0003,,0.663157895,0.624087591
4028,Peninsula College,Port Angeles,98362,,0.296675192,0.248251748
4029,University of Puget Sound,Tacoma,98416,,0.829131653,0.748837209
4030,Renton Technical College,Renton,98056-4123,,0.325740319,0.332225914
4031,Saint Martin's University,Lacey,98503-7500,,0.55952381,0.43452381
4032,South Seattle College,Seattle,98106-1499,,0.071216617,0.100649351
4033,Seattle Central College,Seattle,98122,,0.09673913,0.101369863
4034,Everest College-Seattle,Seattle,98133,,0.728373702,0.645962733
4035,Seattle Pacific University,Seattle,98119-1997,,0.553791887,0.576779026
4036,Seattle University,Seattle,98122-4340,,0.720116618,0.694196429
4037,Shoreline Community College,Shoreline,98133-5696,,0.16875,0.097864769
4038,Skagit Valley College,Mount Vernon,98273,,0.158931083,0.082725061
4039,South Puget Sound Community College,Olympia,98512-6292,,0.209080048,0.140983607
4040,Spokane Community College,Spokane,99217-5399,,0.222222222,0.231085526
4041,Spokane Falls Community College,Spokane,99224-5288,,0.175491679,0.148113208
4042,Stylemaster College of Hair Design,Longview,98632-3027,,PrivacySuppressed,PrivacySuppressed
4043,Tacoma Community College,Tacoma,98466-6100,,0.203479576,0.146871009
4044,Walla Walla Community College,Walla Walla,99362-9267,,0.388544892,0.257028112
4045,Walla Walla University,College Place,99324-1198,,0.355670103,0.243902439
4046,Washington State University,Pullman,99164-5910,,0.559281437,0.525126787
4047,University of Washington-Seattle Campus,Seattle,98195-4550,,0.764623172,0.724730458
4048,Wenatchee Valley College,Wenatchee,98801-1799,,0.260445683,0.190291262
4049,Everest College-Vancouver,Vancouver,98684-6950,,0.530399537,0.360721443
4050,Western Washington University,Bellingham,98225-9008,,0.594977463,0.558465856
4051,Whatcom Community College,Bellingham,98226,,0.265463918,0.194107452
4052,Whitman College,Walla Walla,99362,,0.849673203,0.795698925
4053,Whitworth University,Spokane,99251,,0.617577197,0.572916667
4054,Yakima Valley College,Yakima,98907-2520,,0.334040297,0.234527687
4055,Alderson Broaddus University,Philippi,26416-2035,,0.46031746,0.333333333
4056,Appalachian Beauty School,South Williamson,41503,,PrivacySuppressed,PrivacySuppressed
4057,Appalachian Bible College,Mount Hope,25880-9557,,0.382978723,0.344827586
4058,B M Spurr School of Practical Nursing,Glen Dale,26038,,PrivacySuppressed,PrivacySuppressed
4059,Ben Franklin Career Center,Dunbar,25064,,PrivacySuppressed,PrivacySuppressed
4060,Bethany College,Bethany,26032,,0.182608696,0.141304348
4061,Bluefield State College,Bluefield,24701,,0.223880597,0.150684932
4062,Cabell County Career Technology Center,Huntington,25705-2827,,PrivacySuppressed,PrivacySuppressed
4063,Charleston School of Beauty Culture,Charleston,25301,,PrivacySuppressed,PrivacySuppressed
4064,University of Charleston,Charleston,25304,,0.441314554,0.393333333
4065,Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,26301,,PrivacySuppressed,PrivacySuppressed
4066,Concord University,Athens,24712,,0.304123711,0.190476191
4067,Davis & Elkins College,Elkins,26241-3996,,0.371794872,0.375
4068,Fairmont State University,Fairmont,26554-2470,,0.302828619,0.284313726
4069,Glenville State College,Glenville,26351-1292,,0.252293578,0.225225225
4070,Huntington Junior College,Huntington,25701,,0.304109589,0.120805369
4071,James Rumsey Technical Institute,Martinsburg,25403-0259,,PrivacySuppressed,PrivacySuppressed
4072,Ralph R Willis Career and Technical Center,Stollings,25646,,PrivacySuppressed,PrivacySuppressed
4073,Marshall University,Huntington,25755,,0.411566913,0.34241908
4074,Mercer County Technical Education Center,Princeton,24740,,PrivacySuppressed,PrivacySuppressed
4075,Meredith Manor International Equestrian Center,Waverly,26184,,PrivacySuppressed,PrivacySuppressed
4076,Monongalia County Technical Education Center,Morgantown,26501-6841,,PrivacySuppressed,PrivacySuppressed
4077,Morgantown Beauty College Inc,Morgantown,26505-5430,,PrivacySuppressed,PrivacySuppressed
4078,Mountain State College,Parkersburg,26101-3993,,PrivacySuppressed,PrivacySuppressed
4079,Everest Institute-Cross Lanes,Cross Lanes,25313,,0.615600843,0.591591592
4080,Opportunities Industrialization Center,Fairmont,26554,,PrivacySuppressed,PrivacySuppressed
4081,Ohio Valley University,Vienna,26105-8000,,0.428571429,0.195402299
4082,West Virginia University at Parkersburg,Parkersburg,26104,,0.191655802,0.173357664
4083,Potomac State College of West Virginia University,Keyser,26726,,0.466142271,0.377044025
4084,Academy of Careers and Technology,Beckley,25801,,PrivacySuppressed,PrivacySuppressed
4085,Salem International University,Salem,26426,,0.22027972,0.117647059
4086,Shepherd University,Shepherdstown,25443,,0.420807453,0.352941177
4087,Southern West Virginia Community and Technical College,Mount Gay,25637,,PrivacySuppressed,PrivacySuppressed
4088,Fred W Eberle Technical Center,Buckhannon,26201,,PrivacySuppressed,PrivacySuppressed
4089,West Virginia School of Osteopathic Medicine,Lewisburg,24901,,PrivacySuppressed,PrivacySuppressed
4090,West Virginia State University,Institute,25112-1000,,0.328431373,0.252365931
4091,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,26506-8062,,PrivacySuppressed,PrivacySuppressed
4092,West Liberty University,West Liberty,26074,,0.357487923,0.240384615
4093,West Virginia University Institute of Technology,Montgomery,25136,,0.466142271,0.377044025
4094,West Virginia Wesleyan College,Buckhannon,26201-2994,,0.525510204,0.339506173
4095,West Virginia Business College-Wheeling,Wheeling,26003,,PrivacySuppressed,PrivacySuppressed
4096,West Virginia Junior College-Charleston,Charleston,25301,,0.533692722,0.347222222
4097,West Virginia Junior College-Morgantown,Morgantown,26505,,0.606936416,0.461538462
4098,International Beauty School 4,Martinsburg,25401,,PrivacySuppressed,PrivacySuppressed
4099,West Virginia Northern Community College,Wheeling,26003-3699,,0.080103359,0.043010753
4100,West Virginia University,Morgantown,26506,,0.466142271,0.377044025
4101,Wheeling Jesuit University,Wheeling,26003,,0.5,0.471544715
4102,Wood County School of Practical Nursing,Parkersburg,26104,,PrivacySuppressed,PrivacySuppressed
4103,Advanced Institute of Hair Design-Glendale,Glendale,53217,,PrivacySuppressed,PrivacySuppressed
4104,VICI Aveda Institute,Greenfield,53228,,PrivacySuppressed,PrivacySuppressed
4105,Alverno College,Milwaukee,53234-3922,,PrivacySuppressed,PrivacySuppressed
4106,Madison Area Technical College,Madison,53704-2599,,0.273748245,0.20766241
4107,Bellin College,Green Bay,54311,,PrivacySuppressed,PrivacySuppressed
4108,Beloit College,Beloit,53511-5595,,0.688311688,0.618181818
4109,Blackhawk Technical College,Janesville,53546-6458,,0.334360555,0.285436893
4110,Cardinal Stritch University,Milwaukee,53217-3985,,0.383973289,0.290030212
4111,Carroll University,Waukesha,53186,,0.546263345,0.482876712
4112,Carthage College,Kenosha,53140-1994,,0.524249423,0.512064343
4113,Columbia College of Nursing,Glendale,53212,,PrivacySuppressed,PrivacySuppressed
4114,Concordia University-Wisconsin,Mequon,53097-2402,,0.282758621,0.215496368
4115,Edgewood College,Madison,53711-1997,,0.580976864,0.53125
