INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Albany College of Pharmacy and Health Sciences,Albany,12208-3492,,0.571428571,0.660714286
Albany Law School,Albany,12208,,PrivacySuppressed,PrivacySuppressed
Albany Medical College,Albany,12208-3479,,PrivacySuppressed,PrivacySuppressed
Alfred University,Alfred,14802-1205,,0.507194245,0.432539683
Allen School-Brooklyn,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
The Ailey School,New York,10019-4402,,PrivacySuppressed,PrivacySuppressed
American Academy of Dramatic Arts-New York,New York,10016,,PrivacySuppressed,PrivacySuppressed
American Academy McAllister Institute of Funeral Service,New York,10019,,0.326923077,0.378378378
Joffrey Ballet School,New York,10011,,PrivacySuppressed,PrivacySuppressed
American Musical and Dramatic Academy,New York,10023,,0.639705882,0.666666667
Apex Technical School,Long Island City,11101,,0.550458716,0.551829268
Arnot Ogden Medical Center,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
Arnot-Ogden Medical Center-School of Radiologic Technology,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
PRATT MANHATTAN-A DIVISION OF PRATT INSTITUTE,NEW YORK,10011,,0.105263158,0.092948718
Associated Beth Rivkah Schools,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
Austin's School of Spa Technology,Albany,12206-1513,,PrivacySuppressed,PrivacySuppressed
Bank Street College of Education,New York,10025,,,
Bard College,Annandale-On-Hudson,12504-5000,,0.6171875,0.698275862
Barnard College,New York,10027-6598,,0.740585774,0.708333333
St Vincent Catholic Medical Centers of Ny,Staten Island,10304-3850,,PrivacySuppressed,PrivacySuppressed
NEW YORK UNIVERSITY MEDICAL CENTER ALLIED HLTH ED,NEW YORK,10016-8638,,PrivacySuppressed,PrivacySuppressed
Berk Trade and Business School,Long Island City,11101-8120,,PrivacySuppressed,PrivacySuppressed
Berkeley College-New York,New York,10017,,0.402802102,0.326996198
BERKELEY COLLEGE,WHITE PLAINS,10601,,0.402802102,0.326996198
Beth Hatalmud Rabbinical College,Brooklyn,11214,,PrivacySuppressed,PrivacySuppressed
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Phillips School of Nursing at Mount Sinai Beth Israel,New York,10001-6354,,PrivacySuppressed,PrivacySuppressed
Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,11209,,PrivacySuppressed,PrivacySuppressed
Boricua College,New York,10032-1560,,PrivacySuppressed,PrivacySuppressed
Bramson ORT College,Forest Hills,11375-4239,,PrivacySuppressed,PrivacySuppressed
Briarcliffe College,Bethpage,11714-3545,,0.39184953,0.402515723
Brittany Beauty School,Levittown,11756-1345,,PrivacySuppressed,PrivacySuppressed
Brooklyn Law School,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
SUNY Broome Community College,Binghamton,13905,,0.174834437,0.127055306
Bryant & Stratton College-Amherst,Getzville,14068,,0.377777778,0.418478261
Bryant & Stratton College-Syracuse North,Liverpool,13090,,0.416,0.363636364
Bryant & Stratton College-Syracuse,Syracuse,13203-2502,,0.416,0.363636364
Bryant & Stratton College-Buffalo,Buffalo,14203,,0.377777778,0.418478261
Bryant & Stratton College-Greece,Rochester,14612,,0.283950617,0.336065574
Business Informatics Center Inc,Valley Stream,11580-5431,,PrivacySuppressed,PrivacySuppressed
Canisius College,Buffalo,14208-1098,,0.157754011,0.126801153
Capri Cosmetology Learning Centers,Nanuet,10954,,PrivacySuppressed,PrivacySuppressed
Caliber Training Institute,New York,10018,,0.607629428,0.586387435
St Vincent Catholic Medical Center New York-Brooklyn and Queens,Fresh Meadows,11365,,PrivacySuppressed,PrivacySuppressed
St Paul's School of Nursing-Queens,Rego Park,11374,,PrivacySuppressed,PrivacySuppressed
Cayuga County Community College,Auburn,13021-3099,,0.24933687,0.187335092
Cazenovia College,Cazenovia,13035,,0.584415584,0.357142857
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Cheryl Fells School of Business,Niagara Falls,14304,,PrivacySuppressed,PrivacySuppressed
Christ the King Seminary,East Aurora,14052-0607,,,
Circle in the Square Theatre School,New York,10019-6795,,PrivacySuppressed,PrivacySuppressed
Clarkson University,Potsdam,13699,,0.543352601,0.525862069
Clinton Community College,Plattsburgh,12901,,0.111111111,0.064356436
Cochran School of Nursing,Yonkers,10701,,PrivacySuppressed,PrivacySuppressed
Colgate Rochester Crozer Divinity School,Rochester,14620-2589,,,
Colgate University,Hamilton,13346-1398,,0.790849673,0.696202532
Metropolitan College of New York,New York,10006-1742,,0.158783784,0.145038168
Columbia University in the City of New York,New York,10027,,0.527027027,0.479212254
Columbia-Greene Community College,Hudson,12534,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Queens,Astoria,11103,,0.724137931,0.7
Concordia College-New York,Bronxville,10708-1998,,0.551724138,0.366197183
Continental School of Beauty Culture-Buffalo,Buffalo,14223,,0.625,0.64516129
Continental School of Beauty Culture-Batavia,Batavia,14020,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-Rochester,Rochester,14623,,PrivacySuppressed,PrivacySuppressed
Cooper Union for the Advancement of Science and Art,New York,10003-7120,,0.612903226,0.433962264
Cope Institute,New York,10007-3001,,0.137931035,0.220689655
Cornell University,Ithaca,14853,,0.213684211,0.236538462
Weill Cornell Medical College,New York,10065,,,
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,ITHACA,14853,,0.213684211,0.236538462
Corning Community College,Corning,14830,,0.24137931,0.243498818
Pomeroy College of Nursing at Crouse Hospital,Syracuse,13210-1687,,PrivacySuppressed,PrivacySuppressed
Culinary Institute of America,Hyde Park,12538-1499,,PrivacySuppressed,PrivacySuppressed
CUNY Bernard M Baruch College,New York,10010,,0.056561086,0.077017115
CUNY Borough of Manhattan Community College,New York,10007,,0.024967149,0.021983914
CUNY Bronx Community College,Bronx,10453,,PrivacySuppressed,PrivacySuppressed
CUNY Brooklyn College,Brooklyn,11210,,0.083060109,0.059888579
College of Staten Island CUNY,Staten Island,10314,,0.04,0.028792913
CUNY City College,New York,10031,,0.048148148,0.047043011
CUNY Graduate School and University Center,New York,10016,,PrivacySuppressed,PrivacySuppressed
CUNY Hostos Community College,Bronx,10451,,PrivacySuppressed,PrivacySuppressed
CUNY Hunter College,New York,10065,,0.064971751,0.060948081
CUNY John Jay College of Criminal Justice,New York,10019,,0.101296596,0.074489796
CUNY Kingsborough Community College,Brooklyn,11235,,0.035890218,0.026863085
CUNY LaGuardia Community College,Long Island City,11101,,0.030166881,0.026851099
CUNY Lehman College,Bronx,10468,,0.074285714,0.061674009
CUNY Medgar Evers College,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
CUNY New York City College of Technology,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
CUNY Queens College,Queens,11367,,0.06961326,0.049152542
CUNY Queensborough Community College,Bayside,11364-1497,,0.027754416,0.011596789
CUNY School of Law,Long Island City,11101,,PrivacySuppressed,PrivacySuppressed
CUNY York College,Jamaica,11451,,0.034862385,0.031976744
CVPH Medical Center School of Radiologic Technology,Plattsburgh,12901-1438,,PrivacySuppressed,PrivacySuppressed
D'Youville College,Buffalo,14201-1084,,0.538011696,0.432989691
Daemen College,Amherst,14226-3592,,0.374213837,0.337579618
Darkei Noam Rabbinical College,Brooklyn,11210,,PrivacySuppressed,PrivacySuppressed
Dominican College of Blauvelt,Orangeburg,10962-1210,,0.514792899,0.432989691
Dowling College,Oakdale,11769-1999,,0.247159091,0.23183391
DRAKE SCHOOL OF MANHATTAN,NEW YORK,10038,,PrivacySuppressed,PrivacySuppressed
DRAKE BUSINESS SCHOOL,ASTORIA,11103,,0.462783172,0.439716312
DRAKE SCHOOL OF THE BRONX,BRONX,10462,,PrivacySuppressed,PrivacySuppressed
Dutchess Community College,Poughkeepsie,12601-1595,,0.122916667,0.093333333
Belanger School of Nursing,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Elmira Business Institute,Elmira,14901,,PrivacySuppressed,PrivacySuppressed
Elmira College,Elmira,14901,,0.422330097,0.496774194
Erie Community College,Buffalo,14203-2698,,PrivacySuppressed,PrivacySuppressed
Fashion Institute of Technology,New York,10001-5992,,0.146311971,0.119512195
FEGS Trades and Business School,New York,10013-1007,,PrivacySuppressed,PrivacySuppressed
Finger Lakes Community College,Canandaigua,14424-8395,,0.278181818,0.179752066
Five Towns College,Dix Hills,11746-5871,,0.252336449,0.274111675
Fordham University,Bronx,10458,,0.534713764,0.539629005
The International Culinary Center,New York,10013-2618,,PrivacySuppressed,PrivacySuppressed
Fulton-Montgomery Community College,Johnstown,12095-3790,,0.216393443,0.155642023
Gemological Institute of America-New York,New York,10036,,PrivacySuppressed,PrivacySuppressed
The General Theological Seminary,New York,10011,,,
Genesee Community College,Batavia,14020,,0.145025295,0.102902375
Global Business Institute,Far Rockaway,11691,,PrivacySuppressed,PrivacySuppressed
Global Business Institute,New York,10035,,PrivacySuppressed,PrivacySuppressed
Hamilton College,Clinton,13323,,0.784482759,0.717741936
Hartwick College,Oneonta,13820-4020,,0.502857143,0.37654321
Helene Fuld College of Nursing,New York,10035-2737,,0.652173913,0.65
Herkimer County Community College,Herkimer,13350-1598,,0.325740319,0.211165049
Hilbert College,Hamburg,14075-1597,,0.362068966,0.284210526
Hobart William Smith Colleges,Geneva,14456,,0.664974619,0.62345679
Hofstra University,Hempstead,11549,,0.094866071,0.072383074
Houghton College,Houghton,14744,,0.086956522,0.076433121
Hudson Valley Community College,Troy,12180,,0.2357985,0.177497575
Hunter Business School,Levittown,11756-1375,,0.339285714,0.394736842
Institute of Design and Construction,Brooklyn,11201-5380,,PrivacySuppressed,PrivacySuppressed
Institute of Audio Research,New York,10003,,PrivacySuppressed,PrivacySuppressed
Interboro Institute,New York,10019-3697,,PrivacySuppressed,PrivacySuppressed
Iona College,New Rochelle,10801-1890,,0.073746313,0.075060533
Isabella Graham Hart School of Practical Nursing,Rochester,14617,,0.461538462,0.523809524
Island Drafting and Technical Institute,Amityville,11701-2704,,0.433333333,0.675324675
Ithaca College,Ithaca,14850-7002,,0.703900709,0.675732218
Jamestown Community College,Jamestown,14701,,PrivacySuppressed,PrivacySuppressed
Jamestown Business College,Jamestown,14701-4756,,0.42,0.369565217
Jefferson Community College,Watertown,13601-1897,,0.205128205,0.147806005
Jewish Theological Seminary of America,New York,10027-4649,,PrivacySuppressed,PrivacySuppressed
The Juilliard School,New York,10023-6588,,0.694444444,0.729166667
Katharine Gibbs School,New York,10018,,0.629822732,0.565505804
SBI Campus-An Affiliate of Sanford-Brown,Melville,11747,,0.631578947,0.624161074
Kehilath Yakov Rabbinical Seminary,Ossining,10562,,PrivacySuppressed,PrivacySuppressed
Keuka College,Keuka Park,14478,,0.464114833,0.31372549
Kol Yaakov Torah Center,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
LIM College,New York,10022-5268,,0.5,0.688888889
Le Moyne College,Syracuse,13214-1301,,0.15497076,0.143356643
LIU Brooklyn,Brooklyn,11201-8423,,0.124888492,0.06969697
LIU Post,Brookville,11548-1327,,0.192582954,0.14659197
Southampton College of Long Island University,Southampton,11968-4198,,0.201680672,0.15
Long Island College Hospital of Brooklyn School of Nursing,Brooklyn,11201-6001,,PrivacySuppressed,PrivacySuppressed
Long Island Beauty School-Hempstead,Hempstead,11550,,PrivacySuppressed,PrivacySuppressed
Long Island Business Institute,Flushing,11354-5577,,0.435897436,0.514285714
School of Radiologic Sciences,Brooklyn,11203,,PrivacySuppressed,PrivacySuppressed
LIU Hudson at Rockland,Orangeburg,10962,,0.192582954,0.14659197
LIU Brentwood,Brentwood,11717,,0.192582954,0.14659197
Machzikei Hadath Rabbinical College,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Mandl School-The College of Allied Health,New York,10019-5516,,0.53298153,0.562962963
Manhattan College,Riverdale,10471-4098,,0.11627907,0.127090301
Manhattan School of Music,New York,10027-4698,,0.44,0.512195122
Manhattanville College,Purchase,10577,,0.523809524,0.431818182
Maria College of Albany,Albany,12208,,0.476190476,0.405405405
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,14456-1651,,PrivacySuppressed,PrivacySuppressed
Marist College,Poughkeepsie,12601,,0.462184874,0.458333333
MarJon School of Beauty ltd-Tonawanda,Tonawanda,14150,,PrivacySuppressed,PrivacySuppressed
Marymount College of Fordham University,Tarrytown,10591-3796,,0.534713764,0.539629005
Marymount Manhattan College,New York,10021-4597,,0.25388601,0.254807692
Medaille College,Buffalo,14214-2695,,0.189003436,0.203703704
Memorial College of Nursing,Albany,12204,,PrivacySuppressed,PrivacySuppressed
Memorial Hospital School of Radiation Therapy Technology,New York,10065-6007,,PrivacySuppressed,PrivacySuppressed
Merce Cunningham Studio,New York,10014,,PrivacySuppressed,PrivacySuppressed
Mercy College,Dobbs Ferry,10522,,0.087235407,0.07306434
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,New York,10002-6301,,PrivacySuppressed,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,Harrison,10528,,PrivacySuppressed,PrivacySuppressed
Midway Paris Beauty School,Ridgewood,11385,,PrivacySuppressed,PrivacySuppressed
Mildred Elley School-Albany Campus,Albany,12206-1513,,PrivacySuppressed,PrivacySuppressed
Mirrer Yeshiva Cent Institute,Brooklyn,11223-2010,,PrivacySuppressed,PrivacySuppressed
Modern Welding School,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Mohawk Valley Community College,Utica,13501-5394,,0.132118451,0.088915956
Molloy College,Rockville Centre,11571-5002,,0.489726027,0.432258065
Monroe College,Bronx,10468,,0.162356322,0.108374384
Monroe College-New Rochelle,New Rochelle,10801,,0.162356322,0.108374384
Monroe Community College,Rochester,14623,,0.020928712,0.01511335
Mount Saint Mary College,Newburgh,12550,,0.470588235,0.393333333
Montefiore School of Nursing,Mount Vernon,10550,,PrivacySuppressed,PrivacySuppressed
College of Mount Saint Vincent,Bronx,10471-1093,,PrivacySuppressed,PrivacySuppressed
Icahn School of Medicine at Mount Sinai,New York,10029-6574,,PrivacySuppressed,PrivacySuppressed
Nassau Community College,Garden City,11530-6793,,0.034112445,0.029490617
Nazareth College,Rochester,14618-3790,,0.714285714,0.628930818
Neighborhood Playhouse School of the Theater,New York City,10022-5017,,PrivacySuppressed,PrivacySuppressed
The College of New Rochelle,New Rochelle,10805-2339,,0.291040289,0.23908046
The New School,New York,10011-8603,,0.117894737,0.089635854
New School of Radio and Television,Albany,12205,,PrivacySuppressed,PrivacySuppressed
New York Chiropractic College,Seneca Falls,13148-0800,,PrivacySuppressed,PrivacySuppressed
New York Institute of English and Business,New York,10001-2505,,PrivacySuppressed,PrivacySuppressed
New York Law School,New York,10013-2921,,PrivacySuppressed,PrivacySuppressed
New York Medical College,Valhalla,10595,,PrivacySuppressed,PrivacySuppressed
New York School for Medical and Dental Assistants,Long Island City,11101,,0.80952381,0.717391304
New York University,New York,10012-1091,,0.501602564,0.483310153
Niagara County Community College,Sanborn,14132,,0.127777778,0.102564103
Niagara University,Niagara University,14109,,0.431318681,0.417721519
Empire Beauty School-Peekskill,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
North Country Community College,Saranac Lake,12983-0089,,0.135416667,0.125874126
New York College of Podiatric Medicine,New York,10035-1940,,PrivacySuppressed,PrivacySuppressed
New York Institute of Technology,Old Westbury,11568-8000,,0.075,0.064412238
New York Institute of Technology-Manhattan Campus,New York,10023-7692,,0.075,0.064412238
New York School of Interior Design,New York,10021,,PrivacySuppressed,PrivacySuppressed
ALFRED UNIVERSITY- NY STATE COLLEGE OF CERAMICS,ALFRED,14802,,0.507194245,0.432539683
Nyack College,Nyack,10960-3698,,0.175,0.161870504
Ohr Hameir Theological Seminary,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
Olean Business Institute,Olean,14760,,PrivacySuppressed,PrivacySuppressed
Onondaga Community College,Syracuse,13215-4585,,PrivacySuppressed,PrivacySuppressed
Orange County Community College,Middletown,10940,,0.165975104,0.091176471
Otsego Area BOCES-Practical Nursing Program,Oneonta,13820-1142,,PrivacySuppressed,PrivacySuppressed
Pace University-New York,New York,10038-1598,,0.062675398,0.056441718
Paul Smiths College of Arts and Science,Paul Smiths,12970-0265,,0.217054264,0.199115044
Continental School of Beauty Culture-West Seneca,West Seneca,14224,,0.625,0.64516129
Phillips Hairstyling Institute,Oswego,13126-1545,,PrivacySuppressed,PrivacySuppressed
Plaza College,Forest Hills,11375,,PrivacySuppressed,PrivacySuppressed
Polytechnic Institute of New York University,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
Davis College,Johnson City,13790-2712,,PrivacySuppressed,PrivacySuppressed
Pratt Institute-Main,Brooklyn,11205,,0.105263158,0.092948718
Professional Business College,New York,10013,,PrivacySuppressed,PrivacySuppressed
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Ch'san Sofer New York,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Beth Shraga,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of Adas Yereim,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary M'kor Chaim,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Long Island,Long Beach,11561,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of America,Flushing,11367,,PrivacySuppressed,PrivacySuppressed
Rensselaer Polytechnic Institute,Troy,12180-3590,,0.590909091,0.555205047
Ridley-Lowell Business & Technical Institute-Binghamton,Binghamton,13901,,0.53125,0.576687117
Roberts Wesleyan College,Rochester,14624,,0.33976834,0.307692308
Everest Institute-Rochester,Rochester,14621-3007,,0.382113821,0.26119403
Rochester Institute of Technology,Rochester,14623-5603,,0.405511811,0.300079809
University of Rochester,Rochester,14627-0011,,0.201657459,0.134020619
Rockland Community College,Suffern,10901-3699,,0.061333333,0.04735376
Empire Beauty School-Manhattan,New York,10001,,0.171052632,0.116959064
The Sage Colleges,Troy,12180,,0.290441177,0.150170649
Sage College of Albany,Albany,12208,,0.290441177,0.150170649
St Bernard's School of Theology and Ministry,Rochester,14618,,PrivacySuppressed,PrivacySuppressed
St Bonaventure University,Saint Bonaventure,14778,,0.27734375,0.228782288
St Francis College,Brooklyn Heights,11201-9902,,0.342205323,0.263157895
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,13203,,PrivacySuppressed,PrivacySuppressed
St Lawrence University,Canton,13617,,0.153846154,0.061452514
The College of Saint Rose,Albany,12203-1490,,0.4,0.295566503
St. Thomas Aquinas College,Sparkill,10976-1050,,0.269430052,0.330827068
Samaritan Hospital School of Nursing,Troy,12065,,PrivacySuppressed,PrivacySuppressed
Sarah Lawrence College,Bronxville,10708,,0.706422018,0.756756757
Schenectady County Community College,Schenectady,12305,,PrivacySuppressed,PrivacySuppressed
Seminary of the Immaculate Conception,Huntington,11743-1626,,,
Sh'or Yoshuv Rabbinical College,Lawrence,11559-1714,,PrivacySuppressed,PrivacySuppressed
Siena College,Loudonville,12211-1462,,0.183870968,0.149855908
Simmons Institute of Funeral Service Inc,Syracuse,13207,,PrivacySuppressed,PrivacySuppressed
Skidmore College,Saratoga Springs,12866,,0.638709677,0.611940299
St. Joseph's College-New York,Brooklyn,11205-3688,,0.496644295,0.38225256
Saint Josephs College-Suffolk Campus,Patchogue,11772-2399,,0.496644295,0.38225256
Saint Josephs Seminary and College,Yonkers,10704-1896,,,
Saint Vladimirs Orthodox Theological Seminary,Yonkers,10707-1699,,,
Spanish-American Institute,New York,10001,,PrivacySuppressed,PrivacySuppressed
Faxton-St Luke's Healthcare School of Radiologic Technology,Utica,135030479,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint John Fisher College,Rochester,14618-3597,,0.438311688,0.387096774
St Paul's School of Nursing-Staten Island,Staten Island,10311,,PrivacySuppressed,PrivacySuppressed
St James Mercy Hospital School of Radiologic Science,Hornell,14843-2197,,PrivacySuppressed,PrivacySuppressed
St John's University-New York,Queens,11439,,0.359300477,0.321302817
New York Career Institute,New York,10007,,PrivacySuppressed,PrivacySuppressed
Suburban Technical School,Hempstead,115503718,,PrivacySuppressed,PrivacySuppressed
Branford Hall Career Institute-Bohemia Campus,Bohemia,11716,,0.528985507,0.6485623
Sullivan County Community College,Loch Sheldrake,12759-5151,,0.135036496,0.081545064
SUNY College of Technology at Alfred,Alfred,14802,,PrivacySuppressed,PrivacySuppressed
SUNY College of Technology at Canton,Canton,13617-1098,,0.338164251,0.274058577
SUNY College of Technology at Delhi,Delhi,13753-1100,,0.276346604,0.290630975
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,12043,,0.135802469,0.137457045
Farmingdale State College,Farmingdale,11735-1021,,0.166240409,0.084848485
Morrisville State College,Morrisville,13408,,0.288104089,0.237037037
SUNY at Albany,Albany,12222,,0.127725857,0.102974828
SUNY at Binghamton,Vestal,13850-6000,,0.574926543,0.520634921
University at Buffalo,Buffalo,14260-1660,,0.166998012,0.109212935
Stony Brook University,Stony Brook,11794,,0.26951952,0.211225997
SUNY College of Environmental Science and Forestry,Syracuse,13210,,0.488,0.443113773
SUNY Polytechnic Institute,Utica,13502,,0.502222222,0.529166667
SUNY College at Brockport,Brockport,14420-2919,,0.116883117,0.069482289
SUNY Buffalo State,Buffalo,14222,,0.114979757,0.06615215
SUNY Cortland,Cortland,13045-0900,,0.283870968,0.222556391
SUNY at Fredonia,Fredonia,14063-1136,,0.117021277,0.073359073
SUNY College at Geneseo,Geneseo,14454-1465,,0.224522293,0.182038835
State University of New York at New Paltz,New Paltz,12561-2443,,0.113286713,0.049019608
SUNY Oneonta,Oneonta,13820-4015,,0.314792899,0.243202417
SUNY College at Oswego,Oswego,13126,,0.164847162,0.125470514
SUNY College at Potsdam,Potsdam,13676-2294,,0.309259259,0.225388601
SUNY at Purchase College,Purchase,10577-1400,,0.250720461,0.224615385
SUNY College of Optometry,New York,10036-8003,,PrivacySuppressed,PrivacySuppressed
SUNY College at Old Westbury,Old Westbury,11568-0210,,0.112941177,0.074074074
SUNY College at Plattsburgh,Plattsburgh,12901-2681,,0.124031008,0.058631922
SUNY Downstate Medical Center,Brooklyn,11203-2098,,0.375,0.416666667
SUNY Empire State College,Saratoga Springs,12866-4391,,0.060279871,0.064257028
SUNY Maritime College,Throggs Neck,10465-4198,,0.292682927,0.306122449
Upstate Medical University,Syracuse,13210,,0.528301887,0.666666667
Swedish Institute a College of Health Sciences,New York,10001-6700,,0.794117647,0.772357724
Syracuse University,Syracuse,13244,,0.404157044,0.399828031
Talmudical Seminary Oholei Torah,Brooklyn,11213,,PrivacySuppressed,PrivacySuppressed
Talmudical Institute of Upstate New York,Rochester,14607,,PrivacySuppressed,PrivacySuppressed
Taylor Business Institute,New York,10011-5501,,PrivacySuppressed,PrivacySuppressed
Teachers College at Columbia University,New York,10027,,PrivacySuppressed,PrivacySuppressed
Technical Career Institutes,New York,10001,,0.149075082,0.156284153
Tompkins Cortland Community College,Dryden,13053-0139,,0.118483412,0.04719764
Torah Temimah Talmudical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Touro College,New York,10018,,0.044226044,0.034290271
Triple Cities School of Beauty Culture,Binghamton,13901,,PrivacySuppressed,PrivacySuppressed
Trocaire College,Buffalo,14220-2094,,0.47008547,0.333333333
Troy School of Beauty Culture,Troy,12180,,PrivacySuppressed,PrivacySuppressed
Ulster County Community College,Stone Ridge,12484,,0.143382353,0.074561404
Sanford-Brown Institute-New York,New York,10003,,0.551327434,0.629228687
Union College,Schenectady,12308-2311,,0.751633987,0.721088435
Union Theological Seminary in the City of New York,New York,10027-5792,,PrivacySuppressed,PrivacySuppressed
United Talmudical Seminary,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
United States Merchant Marine Academy,Kings Point,11024-1699,,0.613636364,0.5
Utica College,Utica,13502-4892,,0.552552553,0.412556054
Utica School of Commerce,Utica,13501,,0.390532544,0.24691358
Vassar College,Poughkeepsie,12604,,0.788359788,0.817567568
Villa Maria College,Buffalo,14225-3999,,0.270833333,0.416666667
School of Visual Arts,New York,10010,,PrivacySuppressed,PrivacySuppressed
Wagner College,Staten Island,10301-4495,,0.584269663,0.568627451
Webb Institute,Glen Cove,11542-1398,,PrivacySuppressed,PrivacySuppressed
Wells College,Aurora,13026-0500,,0.717948718,0.62962963
The College of Westchester,White Plains,10606-1200,,0.490566038,0.471947195
SUNY Westchester Community College,Valhalla,10595,,0.038155803,0.02915952
Westchester School of Beauty Culture,Mount Vernon,10550-2295,,PrivacySuppressed,PrivacySuppressed
Wood Tobe-Coburn School,New  York,10016-0190,,0.720930233,0.775
Word of Life Bible Institute,Pottersville,12860-0129,,0.583333333,0.652777778
Yeshiva Karlin Stolin,Brooklyn,11204-1545,,PrivacySuppressed,PrivacySuppressed
Yeshivat Mikdash Melech,Brooklyn,11230-9963,,PrivacySuppressed,PrivacySuppressed
Yeshiva Derech Chaim,Brooklyn,11218-4413,,PrivacySuppressed,PrivacySuppressed
Yeshiva of Nitra Rabbinical College,Mount Kisco,10549,,PrivacySuppressed,PrivacySuppressed
Yeshiva Shaar Hatorah,Kew Gardens,11418,,PrivacySuppressed,PrivacySuppressed
Yeshiva University,New York,10033-3299,,0.239130435,0.252173913
Yeshivath Viznitz,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Yeshivath Zichron Moshe,South Fallsburg,12779,,PrivacySuppressed,PrivacySuppressed
College of the Albemarle,Elizabeth City,27906-2327,,PrivacySuppressed,PrivacySuppressed
The Art Institute of Charlotte,Charlotte,28217-4536,,0.379310345,0.490566038
South Piedmont Community College,Polkton,28135,,PrivacySuppressed,PrivacySuppressed
Appalachian State University,Boone,28608,,0.345633456,0.308290155
Asheville-Buncombe Technical Community College,Asheville,28801-4897,,0.112318841,0.046728972
Carolina Beauty College 3,Durham,27704,,PrivacySuppressed,PrivacySuppressed
Barton College,Wilson,27893-7000,,0.324468085,0.386363636
Barber-Scotia College,Concord,28025-5143,,0.223529412,0.096491228
Carolina Beauty College 20,Winston Salem,27106,,PrivacySuppressed,PrivacySuppressed
Beaufort County Community College,Washington,27889,,PrivacySuppressed,PrivacySuppressed
Belmont Abbey College,Belmont,28012-1802,,0.439393939,0.401785714
Bennett College,Greensboro,27401-3239,,0.24822695,0.30952381
Bladen Community College,Dublin,28332,,PrivacySuppressed,PrivacySuppressed
Blue Ridge Community College,Flat Rock,28731-4728,,PrivacySuppressed,PrivacySuppressed
Brevard College,Brevard,28712,,0.2875,0.217821782
Brookstone College-Charlotte,Charlotte,28262,,0.468013468,0.523076923
Brunswick Community College,Bolivia,28422-9021,,PrivacySuppressed,PrivacySuppressed
Cabarrus College of Health Sciences,Concord,28025-3959,,PrivacySuppressed,PrivacySuppressed
Caldwell Community College and Technical Institute,Hudson,28638,,0.057823129,0.068965517
Campbell University,Buies Creek,27506,,0.202672606,0.199386503
Cape Fear Community College,Wilmington,28401-3910,,0.084210526,0.09
Carteret Community College,Morehead City,28557-2989,,PrivacySuppressed,PrivacySuppressed
