,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
4753,Baton Rouge College,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
4754,Diesel Driving Academy-Baton Rouge,Baton Rouge,70815,,0.679245283,0.684039088
4755,Jonesville Beauty School,Vidalia,71373-3358,,PrivacySuppressed,PrivacySuppressed
4756,New England Hair Academy,Malden,02148,,PrivacySuppressed,PrivacySuppressed
4757,Rob Roy Academy-Worcester,Worcester,01609,,0.493975904,0.54
4758,Upper Cape Cod Regional Technical School,Bourne,02532,,PrivacySuppressed,PrivacySuppressed
4759,All-State Career-Baltimore,Baltimore,21224,,0.581599124,0.753001715
4760,New England School of Communications,Bangor,04401,,0.575,0.357664234
4761,Everest Institute-Kalamazoo,Kalamazoo,49009,,0.631185031,0.495145631
4762,Adler Graduate School,Richfield,55423,,,
4763,Lebanon Technology and Career Center,Lebanon,65536,,PrivacySuppressed,PrivacySuppressed
4764,Final Touch Beauty School,Meridian,39307,,PrivacySuppressed,PrivacySuppressed
4765,Academy of Hair Design-Jackson,Jackson,39204,,PrivacySuppressed,PrivacySuppressed
4766,Mitchells Hairstyling Academy-Goldsboro,Goldsboro,27534,,PrivacySuppressed,PrivacySuppressed
4767,Lincoln Technical Institute-Moorestown,Moorestown,08057,,0.680341186,0.598765432
4768,Monmouth County Vocational School District,Freehold,07728-5033,,PrivacySuppressed,PrivacySuppressed
4769,Brightwood College-Las Vegas,Las Vegas,89102,,0.589473684,0.493333333
4770,Beauty School of Middletown,Middletown,10940,,PrivacySuppressed,PrivacySuppressed
4771,Bryant & Stratton College-Southtowns,Orchard Park,14127,,0.283336416,0.219072165
4772,National Tractor Trailer School Inc-Buffalo,Buffalo,14210-2007,,PrivacySuppressed,PrivacySuppressed
4773,Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
4774,Cleveland Institute of Dental-Medical Assistants-Mentor,Mentor,44060-2035,,0.786738351,0.75
4775,Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,44124-2928,,0.786738351,0.75
4776,Knox County Career Center,Mount Vernon,43050,,PrivacySuppressed,PrivacySuppressed
4777,Madison Adult Career Center,Mansfield,44905,,PrivacySuppressed,PrivacySuppressed
4778,Remington College-Cleveland Campus,Cleveland,44125-1957,,0.6,0.463541667
4779,Brown Mackie College-Findlay,Findlay,45840,,0.307121662,0.304455446
4780,Toledo Academy of Beauty Culture-East,OREGON,43616,,PrivacySuppressed,PrivacySuppressed
4781,Toledo Academy of Beauty Culture-South,Toledo,43614-3430,,PrivacySuppressed,PrivacySuppressed
4782,U S Grant Joint Vocational School,Bethel,45106,,PrivacySuppressed,PrivacySuppressed
4783,CC's Cosmetology College,Tulsa,74129,,PrivacySuppressed,PrivacySuppressed
4784,Chisholm Trail Technology Center,Omega,73764-6335,,PrivacySuppressed,PrivacySuppressed
4785,Gordon Cooper Technology Center,Shawnee,74804,,PrivacySuppressed,PrivacySuppressed
4786,Kiamichi Technology Center-Atoka,Atoka,74525-0240,,PrivacySuppressed,PrivacySuppressed
4787,Kiamichi Technology Center-Durant,Durant,74701-1904,,PrivacySuppressed,PrivacySuppressed
4788,Kiamichi Technology Center-Hugo,Hugo,74743,,PrivacySuppressed,PrivacySuppressed
4789,Kiamichi Technology Center-McAlester,McAlester,74501,,PrivacySuppressed,PrivacySuppressed
4790,Kiamichi Technology Center-Idabel,Idabel,74745-2415,,PrivacySuppressed,PrivacySuppressed
4791,Kiamichi Technology Center-Poteau,Poteau,74953,,PrivacySuppressed,PrivacySuppressed
4792,Kiamichi Technology Center-Spiro,Spiro,74959,,PrivacySuppressed,PrivacySuppressed
4793,Kiamichi Technology Centers-Talihina Campus,Talihina,74571,,PrivacySuppressed,PrivacySuppressed
4794,Le Cordon Bleu College of Culinary Arts-Portland,Portland,97205-2793,,0.682393556,0.604395604
4795,YTI Career Institute-Altoona,Altoona,16602,,0.663265306,0.424242424
4796,Eastern Center for Arts and Technology,Willow Grove,19090,,PrivacySuppressed,PrivacySuppressed
4797,Empire Beauty School-Center City Philadelphia,Philadelphia,19102-2701,,0.425742574,0.5625
4798,Oakbridge Academy of Arts,Lower Burrell,15068,,PrivacySuppressed,PrivacySuppressed
4799,Sanford-Brown Institute-Wilkins Township,Pittsburgh,15235,,0.589808917,0.568627451
4800,Centro de Estudios Multidisciplinarios-Humacao,Humacao,00791-4210,,0.406285073,0.309309309
4801,Colegio Mayor de Tecnologia Inc,Arroyo,00714-0270,,PrivacySuppressed,PrivacySuppressed
4802,Institucion Chaviano de Mayaguez,Mayaguez,00680,,PrivacySuppressed,PrivacySuppressed
4803,EDIC College,Caguas,00725-0000,,0.06374502,0.063414634
4804,Liceo de Arte-Dise-O y Comercio,Caguas,00725,,PrivacySuppressed,PrivacySuppressed
4805,Universal Technology College of Puerto Rico,Aguadilla,00603,,PrivacySuppressed,PrivacySuppressed
4806,Academy of Hair Technology,Greenville,29615-2363,,PrivacySuppressed,PrivacySuppressed
4807,Mr Wayne's School of Unisex Hair Design,Cookeville,38501,,PrivacySuppressed,PrivacySuppressed
4808,The Center for Cosmetology Education,Memphis,38117,,PrivacySuppressed,PrivacySuppressed
4809,Queen City College,Clarksville,37042,,PrivacySuppressed,PrivacySuppressed
4810,College of the Marshall Islands,Majuro,96960,,PrivacySuppressed,PrivacySuppressed
4811,American National College,South Houston,77587-3714,,PrivacySuppressed,PrivacySuppressed
4812,ITT Technical Institute-San Antonio,San Antonio,78249-3303,,0.27284264,0.385719683
4813,Remington College-Fort Worth Campus,Fort Worth,76112-1225,,0.627954779,0.466063348
4814,University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,78226,,PrivacySuppressed,PrivacySuppressed
4815,School of Automotive Machinists & Technology,Houston,77055-1803,,PrivacySuppressed,PrivacySuppressed
4816,SW School of Business and Technical Careers-Cosmetology,San Antonio,78212-1901,,PrivacySuppressed,PrivacySuppressed
4817,SW School of Business and Technical Careers,Eagle Pass,78852-4859,,PrivacySuppressed,PrivacySuppressed
4818,Texas College of Cosmetology-Abilene,Abilene,79605,,PrivacySuppressed,PrivacySuppressed
4819,Vista College-Online,Richardson,75080,,PrivacySuppressed,PrivacySuppressed
4820,Centura College-Newport News,Newport News,23608,,0.248728095,0.294701987
4821,Centura College-Norfolk,Norfolk,23518-4833,,0.248728095,0.294701987
4822,Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,23456-2499,,PrivacySuppressed,PrivacySuppressed
4823,Northwest College of Art & Design,Poulsbo,98370,,PrivacySuppressed,PrivacySuppressed
4824,University of Washington-Bothell Campus,Bothell,98011-8246,,0.698118932,0.653669725
4825,University of Washington-Tacoma Campus,Tacoma,98402-3100,,0.698118932,0.653669725
4826,Huntington School of Beauty Culture-Main Campus,Huntington,25705-2030,,PrivacySuppressed,PrivacySuppressed
4827,Valley College-Beckley,Beckley,25801,,PrivacySuppressed,PrivacySuppressed
4828,Valley College-Martinsburg,Martinsburg,25404-6203,,PrivacySuppressed,PrivacySuppressed
4829,Valley College-Princeton,Princeton,24740,,PrivacySuppressed,PrivacySuppressed
4830,Bellus Academy-Poway,Poway,92064,,PrivacySuppressed,PrivacySuppressed
4831,Capstone College,Pasadena,91103,,0.691358025,0.592592593
4832,Central Coast College,Salinas,93901-3301,,0.670588235,0.583333333
4833,ITT Technical Institute-Torrance,Torrance,90504,,0.27284264,0.385719683
4834,Pacific College of Oriental Medicine-San Diego,San Diego,92108-4407,,PrivacySuppressed,PrivacySuppressed
4835,Artistic Nails and Beauty Academy-Tampa,Tampa,33605,,0.594936709,0.426829268
4836,National Aviation Academy of Tampa Bay,Clearwater,33760,,PrivacySuppressed,PrivacySuppressed
4837,Sanford-Brown Institute-Tampa,Tampa,33610-5428,,0.656433978,0.617834395
4838,Cain's Barber College Inc,Chicago,60615-3510,,PrivacySuppressed,PrivacySuppressed
4839,Lawton Career Institute-Oak Park Campus,Oak Park,48237,,PrivacySuppressed,PrivacySuppressed
4840,Madison Oneida BOCES-Practical Nursing Program,Verona,13478-0168,,PrivacySuppressed,PrivacySuppressed
4841,Astrodome Career Centers,Houston,77054,,,
4842,Center for Advanced Legal Studies,Houston,77042-1912,,PrivacySuppressed,PrivacySuppressed
4843,Houston Training School-Main Campus,Houston,77026,,PrivacySuppressed,PrivacySuppressed
4844,Remington College-Houston Campus,Houston,77082,,0.627954779,0.466063348
4845,Bay Mills Community College,Brimley,49715,,PrivacySuppressed,PrivacySuppressed
4846,Fond du Lac Tribal and Community College,Cloquet,55720-2342,,0.219047619,0.253456221
4847,Northwest Indian College,Bellingham,98226-9217,,PrivacySuppressed,PrivacySuppressed
4848,Marinello Schools of Beauty-Provo,Provo,84604,,PrivacySuppressed,PrivacySuppressed
4849,Marinello Schools of Beauty-Layton,Layton,84041,,PrivacySuppressed,PrivacySuppressed
4850,Provo College,Provo,84601,,0.52838428,0.404494382
4851,Marinello Schools of Beauty-Ogden,Ogden,84405,,PrivacySuppressed,PrivacySuppressed
4852,Paul Mitchell the School-Provo,Provo,84606,,0.713548387,0.719101124
4853,University of Phoenix-Utah,Salt Lake City,84123-4642,,0.203170041,0.200926898
4854,Utah College of Massage Therapy-Salt Lake City,Salt Lake City,84111,,0.700708383,0.684397163
4855,CET-Coachella,Coachella,92236,,0.639344262,0.631051753
4856,CET-Oxnard,Oxnard,93030,,0.639344262,0.631051753
4857,CET-Santa Maria,Santa Maria,93458,,0.639344262,0.631051753
4858,CET-Rancho Temecula,Temecula,92590,,0.639344262,0.631051753
4859,Colorado School of Traditional Chinese Medicine,Denver,80206,,,
4860,Massage Therapy Institute of Colorado,Denver,80206,,PrivacySuppressed,PrivacySuppressed
4861,Michigan College of Beauty-Troy,Troy,48083,,PrivacySuppressed,PrivacySuppressed
4862,Ogle School Hair Skin Nails-Dallas,Dallas,75214-2389,,PrivacySuppressed,PrivacySuppressed
4863,Phoenix Seminary,Phoenix,85018-7607,,,
4864,Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,51360,,PrivacySuppressed,PrivacySuppressed
4865,Seattle Vocational Institute,Seattle,98144-2219,,0.091872792,0.091954023
4866,Baker College of Port Huron,Port Huron,48060,,0.186165095,0.155806738
4867,Empire Beauty School-Hyannis,Hyannis,02601,,0.585139319,0.476190476
4868,Brookstone College-Greensboro,Greensboro,27409-9545,,PrivacySuppressed,PrivacySuppressed
4869,Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,80538,,PrivacySuppressed,PrivacySuppressed
4870,Cheeks International Academy of Beauty Culture-Greeley,Greeley,80631,,PrivacySuppressed,PrivacySuppressed
4871,Colorado School of Healing Arts,Lakewood,80226,,PrivacySuppressed,PrivacySuppressed
4872,Remington College-Colorado Springs Campus,Colorado Springs,80918-3401,,0.704081633,0.416666667
4873,Empire Beauty School-Arvada,Arvada,80003,,PrivacySuppressed,PrivacySuppressed
4874,Westwood College-Aurora Campus,Aurora,80011,,0.157215487,0.127256585
4875,Kaplan College-Denver,Thornton,80229,,0.65,0.622222222
4876,Healing Arts Institute,Fort Collins,80525-3479,,,
4877,ITT Technical Institute-San Bernardino,San Bernardino,92408,,0.27284264,0.385719683
4878,Los Angeles ORT College-Van Nuys Campus,Van Nuys,91411,,0.26,0.239495798
4879,Texas School of Business-Southwest,Houston,77057,,0.629502573,0.472340426
4880,University of Phoenix-Puerto Rico,Guaynabo,00968-3028,,0.203170041,0.200926898
4881,Mt. Diablo Adult Education-Mt. Diablo USD,Concord,94518-1199,,PrivacySuppressed,PrivacySuppressed
4882,Royale College of Beauty,Temecula,92590,,PrivacySuppressed,PrivacySuppressed
4883,Westech College,Fontana,92335,,0.76344086,0.706896552
4884,Greater Lowell Technical School,Tyngsboro,01879,,PrivacySuppressed,PrivacySuppressed
4885,Academy of Hair Design-Pearl,Pearl,39208,,PrivacySuppressed,PrivacySuppressed
4886,King's College,Charlotte,28204,,0.736389685,0.680555556
4887,Miller-Motte Technical College-Clarksville,Clarksville,37040,,0.37712766,0.338028169
4888,Genesis Career College-Lebanon,Lebanon,37087,,PrivacySuppressed,PrivacySuppressed
4889,Brightwood College-Dallas,Dallas,75234,,0.620967742,0.55
4890,Star College of Cosmetology 2,Tyler,75702-8214,,PrivacySuppressed,PrivacySuppressed
4891,Southwest Collegiate Institute for the Deaf,Big Spring,79720-7298,,0.237288136,0.195402299
4892,Fortis College-Richmond,Richmond,23230,,0.680094787,0.558823529
4893,Midwest College of Oriental Medicine-Racine,Racine,53403-9747,,PrivacySuppressed,PrivacySuppressed
4894,Hacienda La Puente Adult Education,La Puente,91746-0002,,PrivacySuppressed,PrivacySuppressed
4895,La Belle Beauty Academy,Miami,33144,,PrivacySuppressed,PrivacySuppressed
4896,Advanced Technical Centers,Miami,33122,,PrivacySuppressed,PrivacySuppressed
4897,Hawaii Community College,Hilo,96720-5096,,0.233898305,0.278409091
4898,Regency Beauty Institute-Winston-Salem,Winston-Salem,27103,,PrivacySuppressed,PrivacySuppressed
4899,Robert Fiance Beauty Schools-North Plainfield,North Plainfield,07060,,PrivacySuppressed,PrivacySuppressed
4900,Long Island Beauty School-Hauppauge,Hauppauge,11788,,PrivacySuppressed,PrivacySuppressed
4901,Buckeye Joint Vocational School,New Philadelphia,44663-9450,,PrivacySuppressed,PrivacySuppressed
4902,Sandusky Career Center,Sandusky,44870,,PrivacySuppressed,PrivacySuppressed
4903,Greater Altoona Career & Technology Center,Altoona,16602-3616,,PrivacySuppressed,PrivacySuppressed
4904,Northeastern Hospital School of Nursing,Philadelphia,19134,,PrivacySuppressed,PrivacySuppressed
4905,Central Texas Beauty College-Temple,Temple,76504-6948,,PrivacySuppressed,PrivacySuppressed
4906,Dance Theatre of Harlem Inc,New York,10031-1896,,PrivacySuppressed,PrivacySuppressed
4907,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,14006,,PrivacySuppressed,PrivacySuppressed
4908,Empire Beauty School-Brooklyn,Brooklyn,11214,,0.566939891,0.614035088
4909,Houston Training School-Gulfgate,Houston,77087,,PrivacySuppressed,PrivacySuppressed
4910,Star Career Academy-Philadelphia,Philadelphia,19114-2206,,0.731707317,0.678571429
4911,Antonelli College-Hattiesburg,Hattiesburg,39401,,0.335526316,0.290322581
4912,Eastern New Mexico University-Ruidoso Campus,Ruidoso,88345,,0.250896057,0.163398693
4913,Newbridge College-Santa Ana,Santa Ana,92705,,0.686234818,0.641304348
4914,Kaplan College-Stockton,Stockton,95207,,PrivacySuppressed,PrivacySuppressed
4915,The Bryman School of Arizona,Phoenix,85029,,0.563031423,0.507064364
4916,Beacon College,Leesburg,34748,,PrivacySuppressed,PrivacySuppressed
4917,Acupuncture and Integrative Medicine College-Berkeley,Berkeley,94704,,PrivacySuppressed,PrivacySuppressed
4918,Estrella Mountain Community College,Avondale,85392-1000,,0.082392777,0.048843188
4919,Heartland Community College,Normal,61761-9446,,0.202352941,0.157088123
4920,Georgia Military College-Augusta Campus,Martinez,30907,,0.10907704,0.103953148
4921,Georgia Military College-Valdosta Campus,Valdosta,31605,,0.10907704,0.103953148
4922,Georgia Military College-Atlanta Campus,Fairburn,30213,,0.10907704,0.103953148
4923,Georgia Military College-Warner Robins Campus,Warner Robins,31093,,0.10907704,0.103953148
4924,University of the Potomac-Washington DC Campus,Washington,20005,,0.340659341,0.292307692
4925,Rabbi Jacob Joseph School,Edison,08817,,PrivacySuppressed,PrivacySuppressed
4926,Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,33309,,0.667014251,0.638795987
4927,The Salon Professional Academy-Melbourne,Melbourne,32904,,PrivacySuppressed,PrivacySuppressed
4928,Fortis Institute-Scranton,Scranton,18509-2903,,0.591911765,0.634146342
4929,Milan Institute of Cosmetology-Amarillo,Amarillo,79103,,0.53988604,0.486486487
4930,Everglades University,Boca Raton,33431,,0.485714286,0.38974359
4931,Seminar L'moros Bais Yaakov,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
4932,Herzing University-Winter Park,Winter Park,32792,,0.331320104,0.326259947
4933,Coral Ridge Nurses Assistant Training School Inc,Fort Lauderdale,33311,,PrivacySuppressed,PrivacySuppressed
4934,Emil Fries Piano Hospital and Training Center,Vancouver,98661-4323,,PrivacySuppressed,PrivacySuppressed
4935,Fairview Beauty Academy,Fairview Park,44126-2214,,PrivacySuppressed,PrivacySuppressed
4936,Florida College of Natural Health-Pompano Beach,Pompano Beach,33064,,0.645480226,0.673469388
4937,National College-Nashville,Nashville,37211,,0.358267717,0.31875
4938,College of Biblical Studies-Houston,Houston,77036-3211,,0.245901639,0.196969697
4939,Inner State Beauty School,Lyndhurst,44124-2406,,PrivacySuppressed,PrivacySuppressed
4940,Virginia College-Pensacola,Pensacola,32502-4650,,0.305936693,0.44638276
4941,Mid-EastCTC-Adult Education,Zanesville,43701,,0.717171717,0.571428571
4942,Everest University-South Orlando,Orlando,32819,,0.243719183,0.160276074
4943,Polaris Career Center,Middleburg Heights,44130-3375,,PrivacySuppressed,PrivacySuppressed
4944,P&A Scholars Beauty School,Detroit,48204,,PrivacySuppressed,PrivacySuppressed
4945,Rensselaer BOCES-Practical Nursing Program,Troy,12180,,PrivacySuppressed,PrivacySuppressed
4946,ASM Beauty World Academy,Davie,33314,,PrivacySuppressed,PrivacySuppressed
4947,The Salter School-Tewksbury Campus,Tewksbury,01876,,0.654575893,0.480176212
4948,Sanford-Brown College-Collinsville,Collinsville,62234-6108,,0.655577299,0.588141026
4949,Sharps Academy of Hair Styling,Grand Blanc,48439,,PrivacySuppressed,PrivacySuppressed
4950,ICC Technical Institute,Houston,77004-2930,,PrivacySuppressed,PrivacySuppressed
4951,College of Health Care Professions-Northwest,Houston,77092,,0.706982544,0.64
4952,School of Professional Horticulture New York Botanical Garden,Bronx,10458-5126,,,
4953,Fortis College-Houston,Houston,77082,,0.562945368,0.448275862
4954,Volunteer Beauty Academy-Madison,Madison,37115-2122,,PrivacySuppressed,PrivacySuppressed
4955,Watkins College of Art Design & Film,Nashville,37228,,0.368421053,0.255319149
4956,Chicago ORT Technical Institute,Skokie,60077,,,
4957,Alhambra Beauty College,Alhambra,91801,,PrivacySuppressed,PrivacySuppressed
4958,UEI College-Gardena,Gardena,90247,,PrivacySuppressed,PrivacySuppressed
4959,Asian-American International Beauty College,Westminster,92683,,PrivacySuppressed,PrivacySuppressed
4960,Avance Beauty College,San Diego,92154,,PrivacySuppressed,PrivacySuppressed
4961,Copper Mountain Community College,Joshua Tree,92252,,PrivacySuppressed,PrivacySuppressed
4962,Diversified Vocational College,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
4963,Bristol University,Anaheim,92806-6198,,PrivacySuppressed,PrivacySuppressed
4964,Los Angeles Recording School,Hollywood,90028,,PrivacySuppressed,PrivacySuppressed
4965,UEI College-Fresno,Fresno,93726,,0.614499425,0.527027027
4966,Mt Sierra College,Monrovia,91016,,PrivacySuppressed,PrivacySuppressed
4967,Wyotech-Long Beach,Long Beach,90810-3800,,0.633941094,0.610196495
4968,Santiago Canyon College,Orange,92869-4512,,0.1125,0.076595745
4969,Southern California Institute of Technology,Anaheim,92801-3758,,0.21875,0.574344023
4970,Soka University of America,Aliso Viejo,92656-8081,,PrivacySuppressed,PrivacySuppressed
4971,Summit College,Colton,92324,,0.696217494,0.737704918
4972,Advance Beauty College,Garden Grove,92843,,PrivacySuppressed,PrivacySuppressed
4973,Career Colleges of America,South Gate,90280,,0.620044053,0.606837607
4974,World Mission University,Los Angeles,90020,,PrivacySuppressed,PrivacySuppressed
4975,Yo San University of Traditional Chinese Medicine,Los Angeles,90066,,PrivacySuppressed,PrivacySuppressed
4976,Coast Career Institute,Los Angeles,90015-3040,,PrivacySuppressed,PrivacySuppressed
4977,Cannella School of Hair Design-Blue Island,Blue Island,60406-2130,,PrivacySuppressed,PrivacySuppressed
4978,Delta College Inc,Covington,70433-8947,,PrivacySuppressed,PrivacySuppressed
4979,Colorado Technical University-Sioux Falls,Sioux Falls,57108-2272,,0.28817652,0.255707763
4980,Southwest University of Visual Arts-Albuquerque,Albuquerque,87110,,0.196721312,0.137931035
4981,Tri-State Cosmetology Institute,El Paso,79935,,PrivacySuppressed,PrivacySuppressed
4982,Widener University-Commonwealth Law School,Harrisburg,17110-9450,,0.594495413,0.520179372
4983,Volunteer Beauty Academy-Nashville,Nashville,37209-3033,,PrivacySuppressed,PrivacySuppressed
4984,Frontier Community College,Fairfield,62837,,0.131578947,0.25
4985,Lincoln Trail College,Robinson,62454,,0.210084034,0.323943662
4986,Wabash Valley College,Mount Carmel,62863,,0.275362319,0.220183486
4987,American Institute of Interior Design,Fountain Hills,85268,,,
4988,Brookline College-Tempe,Tempe,85281,,0.549318364,0.463414634
4989,Baker College of Auburn Hills,Auburn Hills,48326,,0.186165095,0.155806738
4990,Baker College of Clinton Township,Clinton Township,48035,,0.186165095,0.155806738
4991,Inter American University of Puerto Rico-School of Optometry,Bayamon,00957,,0.188884981,0.108695652
4992,Schiller International University,Largo,33771,,PrivacySuppressed,PrivacySuppressed
4993,Vatterott College-Springfield,Springfield,65807,,0.489634146,0.526239769
4994,Vatterott College-Joplin,Joplin,64801,,0.489634146,0.526239769
4995,Vatterott College-Kansas City,Kansas City,64117,,0.489634146,0.526239769
4996,Coconino Community College,Flagstaff,86005-2701,,0.121037464,0.091346154
4997,Sanford-Brown College-Houston,Houston,77042,,0.667014251,0.638795987
4998,Sanford-Brown Institute-Jacksonville,Jacksonville,32256,,0.656433978,0.617834395
4999,Sanford-Brown College-Dallas,Dallas,75247-6103,,0.673539519,0.698795181
5000,Baker College of Cadillac,Cadillac,49601-9600,,0.186165095,0.155806738
5001,Emma's Beauty Academy-Juana Diaz,Juana Diaz,00795,,PrivacySuppressed,PrivacySuppressed
5002,Franklin Academy,Cleveland,37312-3862,,PrivacySuppressed,PrivacySuppressed
5003,Columbia Central University-Yauco,Yauco,00698,,PrivacySuppressed,PrivacySuppressed
5004,Pima Medical Institute-Denver,Denver,80221,,0.745641484,0.702552719
5005,Fortis College-Miami,Miami,33144,,0.715341959,0.634375
5006,ASA College,Brooklyn,11201-9805,,0.394505495,0.283931357
5007,Ohio State School of Cosmetology-Heath,Heath,43056,,PrivacySuppressed,PrivacySuppressed
5008,Nationwide Beauty Academy,Columbus,43228,,PrivacySuppressed,PrivacySuppressed
5009,Yeshivas Novominsk,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
5010,Southern Careers Institute-Corpus Christi,Corpus Christi,78414,,0.492857143,0.45112782
5011,Kiamichi Technology Center-Stigler,Stigler,74462-9601,,PrivacySuppressed,PrivacySuppressed
5012,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
5013,Carroll Community College,Westminster,21157,,0.104575163,0.171875
5014,University of Phoenix-Southern Arizona Campus,Tucson,85711-4574,,0.203170041,0.200926898
5015,University of Phoenix-Colorado Campus,Lone Tree,80124-5453,,0.203170041,0.200926898
5016,University of Phoenix-New Mexico,Albuquerque,87113-1570,,0.203170041,0.200926898
5017,University of Phoenix-Bay Area Campus,San Jose,95134-1805,,0.203170041,0.200926898
5018,University of Phoenix-Southern California Campus,Costa Mesa,92626-3099,,0.203170041,0.200926898
5019,Galen College of Nursing-Tampa Bay,Saint Petersburg,33716,,0.679445351,0.654320988
5020,Galen College of Nursing-San Antonio,San Antonio,78229,,0.679445351,0.654320988
5021,Southeastern Beauty School-Columbus North Lumpkin,Columbus,31907,,PrivacySuppressed,PrivacySuppressed
5022,Southeastern Beauty School-Columbus Midtown,Columbus,31906,,PrivacySuppressed,PrivacySuppressed
5023,Sarasota School of Massage Therapy,Sarasota,34243,,PrivacySuppressed,PrivacySuppressed
5024,Westwood College-Dupage,Woodridge,60517,,0.40266223,0.290035587
5025,Wright Career College,Overland Park,66210-1616,,0.313109426,0.1875
5026,Daymar College-Louisville,Louisville,40219,,0.38701623,0.224043716
5027,Sanford-Brown College-Hazelwood,Hazelwood,63042,,0.655577299,0.588141026
5028,Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,14903,,PrivacySuppressed,PrivacySuppressed
5029,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,13815-3554,,PrivacySuppressed,PrivacySuppressed
5030,DCI Career Institute,Monaca,15061,,0.797297297,0.710526316
5031,Central Susquehanna Intermediate Unit LPN Career,Lewisburg,17837,,PrivacySuppressed,PrivacySuppressed
5032,Myotherapy College of Utah,Salt Lake City,84115,,PrivacySuppressed,PrivacySuppressed
5033,Graham Webb International Academy of Hair,Arlington,22209-2131,,PrivacySuppressed,PrivacySuppressed
5034,City College-Gainesville,Gainesville,32607,,0.495934959,0.397321429
5035,Connecticut Center for Massage Therapy-Westport,Westport,06880-4619,,0.71969697,0.677419355
5036,ITT Technical Institute-Jacksonville,Jacksonville,32256,,0.27284264,0.385719683
5037,G Skin & Beauty Institute,Oakbrook,60523,,PrivacySuppressed,PrivacySuppressed
5038,Cosmetology Training Center,Lafayette,70503,,PrivacySuppressed,PrivacySuppressed
5039,Stage One-The Hair School,Lake Charles,70605,,PrivacySuppressed,PrivacySuppressed
5040,Empire Beauty School-Malden,Malden,02148,,PrivacySuppressed,PrivacySuppressed
5041,Minnesota School of Business-Brooklyn Center,Brooklyn Center,55430,,0.396863118,0.300852619
5042,ITT Technical Institute-Omaha,Omaha,68114,,0.27284264,0.385719683
5043,Omaha School of Massage and Healthcare of Herzing University,Omaha,68127,,0.331320104,0.326259947
5044,Xenon International Academy-Omaha,Omaha,68127-3622,,PrivacySuppressed,PrivacySuppressed
5045,Capri Institute of Hair Design-Brick,Brick,08723,,PrivacySuppressed,PrivacySuppressed
5046,Capri Institute of Hair Design-Kenilworth,Kenilworth,07033,,PrivacySuppressed,PrivacySuppressed
5047,Capri Institute of Hair Design-Paramus,Paramus,07652,,PrivacySuppressed,PrivacySuppressed
5048,Orlo School of Hair Design and Cosmetology,Albany,12206,,PrivacySuppressed,PrivacySuppressed
5049,Delaware Area Career Center,Delaware,43015-8969,,PrivacySuppressed,PrivacySuppressed
5050,Eastland-Fairfield Career and Technical Schools,Groveport,43125-9236,,0.752688172,0.58490566
5051,Empire Beauty School-Cincinnati,Cincinnati,45239,,PrivacySuppressed,PrivacySuppressed
5052,Mahoning County Career and Technical Center,Canfield,44406-9710,,PrivacySuppressed,PrivacySuppressed
5053,Ohio Hi Point Joint Vocational School District,Bellefontaine,43311-9594,,PrivacySuppressed,PrivacySuppressed
5054,Pickaway Ross Joint Vocational School District,Chillicothe,45601-1038,,PrivacySuppressed,PrivacySuppressed
5055,Pioneer Career and Technology Center,Shelby,44875,,PrivacySuppressed,PrivacySuppressed
5056,Raphael's School of Beauty Culture Inc-Boardman,Boardman,44512,,PrivacySuppressed,PrivacySuppressed
5057,Scioto County Career Technical Center,Lucasville,45648-0766,,0.465346535,0.443181818
5058,Trumbull Career & Technical Center,Warren,44483,,PrivacySuppressed,PrivacySuppressed
5059,Northwest Technology Center-Fairview,Fairview,73737,,PrivacySuppressed,PrivacySuppressed
5060,Lake Erie College of Osteopathic Medicine,Erie,16509-1025,,,
5061,University of Cosmetology Arts & Sciences-Harlingen,Harlingen,78550-5034,,PrivacySuppressed,PrivacySuppressed
5062,Gene Juarez Academy of Beauty-Federal Way,Federal Way,98003,,0.632318501,0.423076923
5063,Empire Beauty School-Appleton,Appleton,54914-4644,,PrivacySuppressed,PrivacySuppressed
5064,Empire Beauty School-Green Bay,Ashwaubenon,54304-4838,,0.545801527,0.583333333
5065,Warren County Career Center,Lebanon,45036-1099,,PrivacySuppressed,PrivacySuppressed
5066,Brown Mackie College-Fort Wayne,Fort Wayne,46805,,0.307121662,0.304455446
